Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2016,3828,Cloverland Electric Co-op,MI,MISO,"3,789","5,123",.,.,"8,912",0.0,0.0,.,.,0.0,"45,467","61,477",.,.,"1,06,944",0.0,0.0,.,.,0.0,288,315,.,.,603,281,392,.,.,673,288,315,.,.,603,281,392,.,.,673,12.000,12.000,.,.,
2016,3841,Coast Electric Power Assn,MS,SOCO,"5,245",28,0,0,"5,273",1.6,0.0,0.0,0.0,1.6,"46,953",423,0,0,"47,376",1.6,0.0,0.0,0.0,1.6,249,1,0,0,250,149,1,0,0,150,249,1,0,0,250,149,1,0,0,150,15.000,15.000,15.000,.,
2016,3915,Coldwater Board of Public Util,MI,MISO,327,721,"2,160",.,"3,208",.,.,.,.,.,"2,289","7,210","21,600",.,"31,099",.,.,.,.,.,30,137,45,.,212,16,74,24,.,114,30,137,45,.,212,16,74,24,.,114,7.000,10.000,10.000,.,www.coldwater.org
2016,3940,City of College Station - (TX),TX,ERCO,"1,055",414,.,.,"1,469",0.8,0.1,.,.,0.9,"13,713","5,386",.,.,"19,099",0.8,0.1,.,.,0.9,292,11,.,.,303,74,11,.,.,85,292,11,.,.,303,74,11,.,.,85,13.000,13.000,.,.,
2016,3989,City of Colorado Springs - (CO),CO,WACM,"20,567","17,824",0,0,"38,391",1.7,2.3,0.0,0.0,4.0,"2,21,883","1,79,118",0,0,"4,01,001",1.7,2.3,0.0,0.0,4.0,"1,260","2,140",0,0,"3,400",606,297,0,0,903,"1,260","2,140",0,0,"3,400",606,297,0,0,903,10.788,10.049,0.000,0.000,
2016,4003,City of Colton - (CA),CA,CISO,264,812,"5,719",.,"6,795",0.3,0.0,0.4,.,0.7,"2,648","14,496","57,195",.,"74,339",0.3,0.0,0.4,.,0.7,51,196,6,.,253,.,.,.,.,.,100,686,209,.,995,399,236,59,.,694,13.000,16.000,10.000,.,www.coltononline.com
2016,4005,"Columbia Basin Elec Cooperative, Inc",OR,BPAT,12,"1,281",0,0,"1,293",0.0,0.0,0.0,0.0,0.0,539,"8,123",0,0,"8,662",0.0,0.3,0.0,0.0,0.3,5,121,0,0,126,0,34,0,0,34,5,121,0,0,126,0,34,0,0,35,29.900,8.500,0.000,0.000,
2016,4008,Columbia Power Coop Assn Inc,OR,BPAT,15,.,94,.,109,.,.,.,.,.,150,.,940,.,"1,090",.,.,.,.,.,4,.,102,.,106,.,.,.,.,.,4,.,102,.,106,.,.,.,.,.,10.000,.,10.000,.,
2016,4045,City of Columbia - (MO),MO,MISO,996,"1,564",.,.,"2,560",0.4,0.4,.,.,0.8,"9,960","15,640",.,.,"25,600",0.4,0.4,.,.,0.8,522,253,.,.,775,254,57,.,.,311,522,253,.,.,775,254,57,.,.,311,10.000,10.000,.,.,
2016,4110,Commonwealth Edison Co,IL,PJM,"8,01,191","9,46,418",.,.,"17,47,609",69.0,138.0,.,.,207.0,"46,36,360","78,79,043",.,.,"1,25,15,403",69.0,138.0,.,.,207.0,"43,387","76,804",.,.,"1,20,191","27,676","33,891",.,.,"61,567","43,387","76,804",.,.,"1,20,191","27,676","33,891",.,.,"61,567",5.800,8.300,.,.,http://www.ilsag.info/evaluation-documents.html
2016,4147,Town of Concord - (MA),MA,ISNE,92,369,.,.,461,0.0,0.0,.,.,0.0,"1,311","4,803",.,.,"6,114",0.0,0.1,.,.,0.1,38,96,.,.,134,6,44,.,.,50,38,96,.,.,134,6,44,.,.,50,14.000,13.000,.,.,
2016,4176,Connecticut Light & Power Co,CT,ISNE,"1,45,851","1,52,642","45,752",.,"3,44,245",20.8,21.2,6.3,.,48.3,"15,28,497","18,24,792","5,46,952",.,"39,00,241",20.8,21.2,6.3,.,48.3,"43,666","40,382","12,062",.,"96,110","17,408","15,489","4,626",.,"37,523","43,666","40,382","12,062",.,"96,110","17,408","15,489","4,626",.,"37,523",10.480,11.950,11.950,.,http://www.ctenergydashboard.com
2016,4226,Consolidated Edison Co-NY Inc,NY,NYIS,"54,731","2,66,598",.,.,"3,21,329",9.8,84.6,.,.,94.4,"6,56,773","29,32,580",.,.,"35,89,353",9.8,84.6,.,.,94.4,"12,901","1,10,228",.,.,"1,23,129","8,414","35,853",.,.,"44,267","12,901","1,10,228",.,.,"1,23,129","8,414","35,853",.,.,"44,267",12.000,11.000,.,.,
2016,4254,Consumers Energy Co,MI,MISO,"1,51,867","1,49,976","50,179",.,"3,52,022",19.0,18.0,6.0,.,43.0,"22,72,462","26,17,949","8,75,911",.,"57,66,322",19.0,18.0,6.0,.,43.0,"17,230","15,323","5,127",.,"37,680","18,708","15,606","5,221",.,"39,535","17,230","15,323","5,127",.,"37,680","18,708","15,606","5,221",.,"39,535",15.000,17.000,17.000,.,www.consumersenergy.com
2016,4363,Corn Belt Power Coop,IA,SWPP,"5,168",0,"7,951",0,"13,119",1.0,0.0,2.0,0.0,3.0,"71,794",0,"82,690",0,"1,54,484",1.0,0.0,2.0,0.0,3.0,590,0,375,0,965,47,0,139,0,186,590,0,375,0,965,47,0,139,0,186,14.000,0.000,10.000,0.000,NA
2016,4401,"Cotton Electric Coop, Inc",OK,SWPP,58,0,0,0,58,2.0,0.0,0.0,0.0,2.0,"1,504",0,0,0,"1,504",2.0,0.0,0.0,0.0,2.0,19,0,0,0,19,7,0,0,0,7,19,0,0,0,19,7,0,0,0,7,10.000,.,.,.,
2016,4432,Coweta-Fayette El Member Corp,GA,SOCO,.,830,.,.,830,.,1.2,.,.,1.2,.,"8,300",.,.,"8,300",.,12.3,.,.,12.3,.,12,.,.,12,.,113,.,.,113,.,56,.,.,56,.,113,.,.,113,.,10.000,.,.,www.utility.org
2016,4442,PUD No 1 of Cowlitz County,WA,BPAT,"3,030","3,867","1,04,125",.,"1,11,022",0.4,0.6,11.8,.,12.8,"52,722","47,177","7,18,462",.,"8,18,361",0.4,0.6,11.8,.,12.8,894,539,"5,483",.,"6,916",276,207,221,.,704,894,539,"5,483",.,"6,916",276,207,221,.,704,17.400,12.200,6.900,0.000,
2016,4683,City of Cuyahoga Falls - (OH),OH,PJM,.,91,387,.,478,.,0.0,0.1,.,0.1,.,765,"5,555",.,"6,320",.,0.0,0.1,.,0.1,.,6,29,.,35,.,0,0,.,0,.,6,29,.,35,.,0,0,.,0,.,8.370,14.350,.,
2016,4794,City of Danville - (VA),VA,PJM,200,878,950,0,"2,028",0.0,0.0,0.0,0.0,0.0,"2,000","8,780","9,500",0,"20,280",0.0,0.0,0.0,0.0,0.0,45,33,24,0,102,223,1,1,0,225,45,33,24,0,102,223,1,1,0,225,10.000,10.000,5.000,.,
2016,4911,Dawson Power District,NE,SWPP,945,572,12,0,"1,529",0.3,0.1,0.1,0.0,0.5,"18,337","5,970",121,0,"24,428",0.3,0.1,0.1,0.0,0.5,138,30,2,0,170,16,16,11,0,43,138,30,2,0,170,16,16,11,0,43,19.410,10.440,10.000,0.000,
2016,4922,Dayton Power & Light Co,OH,PJM,"63,497","71,504","53,897",.,"1,88,898",8.0,11.0,6.0,.,25.0,"3,60,878","7,01,405","5,28,699",.,"15,90,982",8.0,11.0,6.0,.,25.0,"3,144","5,395","4,067",.,"12,606","5,696","1,680","1,267",.,"8,643","5,204","5,482","3,981",.,"14,667","3,521","1,706","6,467",.,"11,694",6.000,6.000,4.000,.,
2016,5027,Delmarva Power,MD,PJM,"12,894","8,231",.,.,"21,125",2.6,1.1,.,.,3.7,"75,489","1,12,985",.,.,"1,88,474",2.6,1.1,.,.,3.7,"1,750","3,368",.,.,"5,118","3,064","2,730",.,.,"5,794","1,750","3,368",.,.,"5,118","3,064","2,730",.,.,"5,794",5.900,13.700,.,.,
2016,5056,City of Denison - (IA),IA,SWPP,104,39,137,.,280,0.0,0.0,0.0,.,0.0,"1,442",449,"1,591",.,"3,482",0.0,0.0,0.0,.,0.0,11,2,10,.,23,8,2,7,.,17,11,2,10,.,23,8,2,7,.,16,13.900,11.600,11.600,.,
2016,5063,City of Denton - (TX),TX,ERCO,577,.,.,.,577,0.3,.,.,.,0.3,"8,657",.,.,.,"8,657",0.2,.,.,.,0.2,186,.,.,.,186,40,.,.,.,40,186,.,.,.,186,40,.,.,.,40,15.000,0.000,0.000,0.000,N/A
2016,5070,Delaware Electric Cooperative,DE,PJM,"1,003","1,003",.,.,"2,006",0.1,0.1,.,.,0.2,"19,738","13,105",.,.,"32,843",1.9,0.4,.,.,2.3,181,430,.,.,611,18,42,.,.,60,181,430,.,.,611,18,42,.,.,60,19.700,13.100,.,.,
2016,5078,"Denton County Elec Coop, Inc",TX,ERCO,"2,550","1,953",.,.,"4,503",0.9,0.5,.,.,1.4,"27,377","9,767",.,.,"37,144",0.9,0.5,.,.,1.4,549,122,.,.,671,.,.,.,.,.,549,122,.,.,671,.,.,.,.,.,7.000,5.000,.,.,
2016,5109,DTE Electric Company,MI,MISO,"2,87,235","3,43,714",.,.,"6,30,949",27.1,48.5,.,.,75.6,"1,41,15,710","1,73,63,945",.,.,"3,14,79,655",34.4,50.0,.,.,84.4,.,.,.,.,.,"51,233","37,510",.,.,"88,743",.,.,.,.,.,"2,82,887","2,39,856",.,.,"5,22,743",8.940,13.210,.,.,
2016,5111,City of Detroit Lakes - (MN),MN,MISO,299,386,750,.,"1,435",0.1,0.1,0.1,.,0.3,"4,254","4,546","8,825",.,"17,625",0.1,0.1,0.1,.,0.3,30,22,44,.,96,30,30,58,.,118,30,22,44,.,96,30,30,58,.,119,14.300,11.800,11.800,.,
2016,5175,Dixie Electric Power Assn,MS,MISO,262,.,.,.,262,14.1,.,.,.,14.1,"3,356",.,.,.,"3,356",14.1,.,.,.,14.1,4,.,.,.,4,224,.,.,.,224,4,.,.,.,4,224,.,.,.,224,12.800,.,.,.,
2016,5204,Dixie Electric Coop,AL,AEC,22,.,.,.,22,.,.,.,.,.,220,.,.,.,220,.,.,.,.,.,16,.,.,.,16,.,.,.,.,.,16,.,.,.,16,.,.,.,.,.,10.000,.,.,.,
2016,5327,Douglas Electric Coop - (OR),OR,BPAT,506,83,.,.,589,0.1,.,.,.,0.1,"8,358",767,.,.,"9,125",0.9,.,.,.,0.9,145,15,.,.,160,34,5,.,.,39,145,15,.,.,160,34,5,.,.,39,15.000,8.000,.,.,
2016,5336,City of Dover - (OH),OH,PJM,160,754,"2,421",.,"3,335",0.1,0.9,2.9,.,3.9,"1,124","9,657","32,232",.,"43,013",0.1,0.9,2.9,.,3.9,15,27,58,.,100,76,27,247,.,350,15,27,58,.,100,76,27,247,.,350,7.000,13.000,13.000,.,tcoyle@efficiencysmart.org
2016,5416,"Duke Energy Carolinas, LLC",NC,DUK,"3,44,197","3,27,419",.,.,"6,71,616",70.6,54.0,.,.,124.6,"33,79,467","25,28,749",.,.,"59,08,216",70.6,54.0,.,.,124.6,"20,637","42,200",.,.,"62,837","19,328","8,320",.,.,"27,648","20,637","42,200",.,.,"62,837","19,328","8,320",.,.,"27,648",11.500,11.900,.,.,
2016,5416,"Duke Energy Carolinas, LLC",SC,DUK,"4,71,503","4,48,520",.,.,"9,20,023",96.7,74.0,.,.,170.7,"17,04,345","12,73,805",.,.,"29,78,150",96.7,74.0,.,.,170.7,"6,502","13,296",.,.,"19,798","6,090","2,621",.,.,"8,711","6,502","13,296",.,.,"19,798","6,090","2,621",.,.,"8,711",11.500,11.800,.,.,
2016,5417,Dunn County Electric Coop,WI,MISO,728,47,.,.,775,0.1,0.0,.,.,0.1,"10,427",668,.,.,"11,095",1.4,0.0,.,.,1.4,43,2,.,.,45,103,5,.,.,108,43,2,.,.,45,103,5,.,.,108,14.322,14.222,.,.,
2016,5487,Duquesne Light Co,PA,PJM,"31,044","10,930","27,970",.,"69,944",3.2,0.7,3.4,.,7.3,"3,99,692","2,66,114","1,62,769",.,"8,28,575",3.2,0.7,3.4,.,7.3,"2,319",156,852,.,"3,327","3,306","3,025","1,511",.,"7,842","2,319",156,852,.,"3,327","3,306","3,025","1,511",.,"7,842",6.990,7.000,15.000,.,
2016,5552,"East River Elec Pwr Coop, Inc",SD,SWPP,0,0,0,0,0,37.0,8.0,24.0,0.0,69.0,0,0,0,0,0,37.0,8.0,24.0,0.0,69.0,432,0,0,0,432,"1,032",206,52,0,"1,290",432,0,0,0,432,"1,032",206,52,0,"1,290",.,.,.,.,
2016,5575,City of East Grand Forks - (MN),MN,MISO,158,477,"2,015",.,"2,650",0.0,0.0,0.0,.,0.0,"2,400","5,852","32,101",.,"40,353",0.0,0.0,0.0,.,0.0,50,83,77,.,210,12,23,21,.,56,50,83,77,.,210,12,23,21,.,56,15.000,12.000,16.000,.,www.waterandlight.info
2016,5580,"East Kentucky Power Coop, Inc",KY,PJM,"19,570","14,665",68,0,"34,303",2.6,2.9,0.0,0.0,5.5,"3,12,261","1,46,653",477,0,"4,59,391",2.6,2.9,0.0,0.0,5.5,"4,245",993,1,0,"5,239","3,765",719,2,0,"4,486","4,245",993,1,0,"5,239","3,765",719,2,0,"4,486",16.000,10.000,7.000,0.000,
2016,5585,Eastern Illinois Elec Coop,IL,MISO,996,.,.,.,996,.,.,.,.,.,"14,940",.,.,.,"14,940",.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,.,.,.,.,50,.,.,.,50,15.000,.,.,.,
2016,5632,Eau Claire Electric Coop,WI,MISO,"1,021","2,412",122,0,"3,555",0.1,0.3,0.0,0.0,0.4,"14,866","34,115","1,220",0,"50,201",0.1,0.3,0.0,0.0,0.4,134,71,6,0,211,22,1,0,0,23,134,71,6,0,211,22,1,0,0,23,14.560,14.144,10.000,0.000,
2016,5701,El Paso Electric Co,NM,EPE,"11,215","12,078",0,0,"23,293",4.4,3.8,0.0,0.0,8.2,"1,43,100","1,75,499",0,0,"3,18,599",4.4,3.8,0.0,0.0,8.2,"2,250","1,577",0,0,"3,827",531,"1,139",0,0,"1,670","2,250","1,577",0,0,"3,827",531,"1,139",0,0,"1,671",12.760,14.530,0.000,0.000,
2016,5701,El Paso Electric Co,TX,EPE,"3,005","20,027",0,0,"23,032",1.6,3.6,0.0,0.0,5.2,"45,251","2,46,728",0,0,"2,91,979",1.6,3.6,0.0,0.0,5.2,"1,255","2,030",0,0,"3,285",15,98,0,0,113,"1,255","2,030",0,0,"3,285",15,98,0,0,112,15.060,12.320,0.000,0.000,
2016,5729,Electrical Dist No8 Maricopa,AZ,AZPS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,34,.,.,.,.,.,34,.,.,.,34,.,.,.,.,
2016,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,121,583,137,0,841,0.0,0.1,0.0,0.0,0.1,"2,386","5,845","1,898",0,"10,129",0.0,0.1,0.0,0.0,0.1,14,22,5,0,41,8,8,6,0,22,14,22,5,0,41,8,8,6,0,22,19.710,10.960,13.840,0.000,www.erppd.com
2016,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,973,229,.,.,"1,202",0.1,0.0,.,.,0.1,"13,879","2,772",.,.,"16,651",1.6,0.3,.,.,1.9,214,21,.,.,235,.,.,.,.,.,214,21,.,.,235,.,.,.,.,.,14.270,12.090,.,.,
2016,5860,Empire District Electric Co,AR,SWPP,98,26,0,0,124,0.0,0.0,0.0,0.0,0.0,"1,064",338,0,0,"1,402",0.0,0.0,0.0,0.0,0.0,129,28,0,0,157,13,3,0,0,16,129,28,0,0,157,13,3,0,0,16,13.000,13.000,.,.,http://www.apscservices.info/
2016,5860,Empire District Electric Co,MO,SWPP,"1,015","4,600","1,971",0,"7,586",0.7,0.8,0.4,0.0,1.9,"13,268","60,122","25,767",0,"99,157",0.7,0.8,0.4,0.0,1.9,582,880,377,0,"1,839",7,96,41,0,144,582,880,377,0,"1,839",7,96,41,0,144,13.000,13.000,13.000,.,Reports Not Available Online
2016,5905,Excelsior Electric Member Corp,GA,SOCO,57,.,.,.,57,0.1,.,.,.,0.1,570,.,.,.,570,0.1,.,.,.,0.1,2,.,.,.,2,0,.,.,.,0,22,.,.,.,22,0,.,.,.,0,10.000,.,.,.,
2016,5930,Village of Fairport - (NY),NY,NYIS,795,198,.,.,993,2.0,.,.,.,2.0,"11,735","1,02,998",.,.,"1,14,733",23.0,2.0,.,.,25.0,365,5,.,.,370,27,1,.,.,28,365,5,.,.,370,27,1,.,.,28,13.000,5.000,.,.,
2016,5997,Town of Estes Park,CO,PSCO,10,"1,157",.,.,"1,167",0.0,0.3,.,.,0.3,82,"12,728",.,.,"12,810",0.0,0.3,.,.,0.3,6,254,.,.,260,4,17,.,.,21,6,254,.,.,260,4,17,.,.,20,8.000,11.000,.,.,
2016,6022,City of Eugene - (OR),OR,BPAT,"10,111","3,448","1,817",.,"15,376",4.0,0.7,0.3,.,5.0,"1,55,709","54,127","14,084",.,"2,23,920",4.0,0.7,0.3,.,5.0,"1,822",492,120,.,"2,434",726,235,59,.,"1,020","1,822",492,120,.,"2,434",726,235,59,.,"1,020",15.400,15.700,7.750,.,
2016,6151,Fairmont Public Utilities Comm,MN,MISO,561,465,465,0,"1,491",0.1,0.0,0.0,0.0,0.1,"4,097","7,446","7,446",0,"18,989",0.1,0.0,0.0,0.0,0.1,106,44,44,0,194,37,29,29,0,95,106,44,44,0,194,37,29,29,0,95,7.300,16.000,16.000,0.000,www.mncipdata.com/
2016,6168,Farmers Electric Coop - (IA),IA,MISO,17,.,.,.,17,0.0,.,.,.,0.0,171,.,.,.,171,0.0,.,.,.,0.0,7,.,.,.,7,.,.,.,.,.,7,.,.,.,7,.,.,.,.,.,10.000,.,.,.,
2016,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,66,.,.,.,66,0.2,.,.,.,0.2,66,.,.,.,66,0.2,.,.,.,0.2,2,.,.,.,2,0,.,.,.,0,2,.,.,.,2,0,.,.,.,0,1.000,.,.,.,
2016,6335,"Firelands Electric Coop, Inc",OH,PJM,530,.,.,.,530,.,.,.,.,.,"8,777",.,.,.,"8,777",.,.,.,.,.,59,.,.,.,59,.,.,.,.,.,59,.,.,.,59,.,.,.,.,.,17.000,.,.,.,
2016,6374,Fitchburg Gas & Elec Light Co,MA,ISNE,"3,813","3,610","1,700",0,"9,123",0.5,0.7,0.2,0.0,1.4,"27,122","45,035","21,193",0,"93,350",0.5,0.7,0.2,0.0,1.4,"1,516","1,253",589,0,"3,358",951,464,219,0,"1,634","1,516","1,253",589,0,"3,358",951,464,219,0,"1,634",7.110,12.480,12.470,0.000,N/A
2016,6390,City of Flandreau,SD,MISO,11,207,6,.,224,0.0,0.0,0.0,.,0.0,142,"2,481",77,.,"2,700",0.0,0.0,0.0,.,0.0,1,15,1,.,17,1,8,1,.,10,1,15,1,.,17,1,8,1,.,10,13.100,12.000,12.000,.,
2016,6395,Flathead Electric Coop Inc,MT,BPAT,"3,402","6,618","1,667",.,"11,687",.,.,.,.,.,"71,058","76,333","21,423",.,"1,68,814",.,.,.,.,.,710,"1,120",394,.,"2,224",.,.,.,.,.,710,"1,120",394,.,"2,224",.,.,.,.,.,20.000,12.000,12.000,.,flatheadelectric.com
2016,6452,Florida Power & Light Co,FL,FPL,"21,309","37,985",.,.,"59,294",10.0,14.0,.,.,24.0,0,0,.,.,0,0.0,0.0,.,.,0.0,"4,763","6,157",.,.,"10,920","15,354","12,408",.,.,"27,762",0,0,.,.,0,0,0,.,.,0,.,.,.,.,
2016,6455,"Duke Energy Florida, LLC",FL,FPC,"44,295","26,207",.,.,"70,502",31.0,15.0,.,.,46.0,"3,69,945","2,79,383",.,.,"6,49,328",31.0,15.0,.,.,46.0,"7,886","1,567",.,.,"9,453","7,404","1,644",.,.,"9,048","7,886","1,567",.,.,"9,453","7,404","1,644",.,.,"9,048",8.400,10.700,.,.,http://www.psc.state.fl.us/ElectricNaturalGas/ARDemandSidePlans
2016,6457,Florida Public Utilities Co,FL,JEA,867,138,0,0,"1,005",0.7,0.1,0.0,0.0,0.8,"5,718",370,0,0,"6,088",0.7,0.1,0.0,0.0,0.8,29,4,0,0,33,159,99,0,0,258,188,14,0,0,202,103,310,0,0,413,1.000,1.000,.,.,
2016,6579,City of Forest City- (IA),IA,MISO,6,0,378,.,384,0.0,0.0,0.1,.,0.1,111,0,"3,779",.,"3,890",0.0,0.0,0.1,.,0.1,2,0,0,.,2,0,0,6,.,6,2,0,0,.,2,0,0,6,.,6,18.000,0.000,10.000,.,
2016,6604,City of Fort Collins - (CO),CO,PSCO,"11,230","8,021","7,487",0,"26,738",1.4,2.1,2.0,0.0,5.5,"41,551","1,12,300","1,04,814",0,"2,58,665",1.4,2.1,2.0,0.0,5.5,"1,338","1,645","1,645",0,"4,628",346,198,198,0,742,"1,338","1,645","1,645",0,"4,628",346,198,198,0,742,3.700,14.000,14.000,0.000,www.fcgov.com/utilities
2016,6615,City of Fort Pierre - (SD),SD,SWPP,14,36,0,.,50,0.0,0.0,0.0,.,0.0,129,320,0,.,449,0.0,0.0,0.0,.,0.0,5,3,.,.,8,3,2,.,.,5,5,3,.,.,8,3,2,.,.,5,9.000,9.000,.,.,
2016,6616,Fort Pierce Utilities Authority,FL,FMPP,115,.,.,.,115,.,.,.,.,.,"1,586",.,.,.,"1,586",.,.,.,.,.,56,.,.,.,56,8,.,.,.,8,56,.,.,.,56,8,.,.,.,8,13.830,.,.,.,www.fpua.com
2016,6640,Four County Elec Member Corp,NC,CPLE,"16,846",.,.,.,"16,846",1.0,.,.,.,1.0,"1,68,460",.,.,.,"1,68,460",1.0,.,.,.,1.0,33,.,.,.,33,390,.,.,.,390,33,.,.,.,33,390,.,.,.,390,10.000,.,.,.,
2016,6782,Freeborn-Mower Coop Services,MN,MISO,"1,924","2,949",391,0,"5,264",0.3,0.5,0.1,0.0,0.9,"27,400","40,315","4,026",0,"71,741",0.3,0.5,0.1,0.0,0.9,271,122,27,0,420,426,75,0,0,501,271,122,27,0,420,426,75,0,0,501,14.241,13.671,10.298,0.000,
2016,6784,French Broad Elec Member Corp,NC,CPLE,"5,516",38,.,.,"5,554",.,.,.,.,.,"22,187",202,.,.,"22,389",.,.,.,.,.,.,.,.,.,.,24,3,.,.,27,.,.,.,.,.,24,3,.,.,28,4.030,12.000,.,.,
2016,6909,Gainesville Regional Utilities,FL,GVL,456,.,.,.,456,0.1,.,.,.,0.1,"6,840",.,.,.,"6,840",0.1,.,.,.,0.1,556,.,.,.,556,0,.,.,.,0,556,.,.,.,556,0,.,.,.,0,15.000,.,.,.,
2016,6958,City of Garland - (TX),TX,ERCO,920,"1,173",.,.,"2,093",0.4,0.4,.,.,0.8,"9,200","11,730",.,.,"20,930",4.0,4.0,.,.,8.0,250,50,.,.,300,.,.,.,.,.,250,50,.,.,300,.,.,.,.,.,10.000,10.000,.,.,www.gpltexas.org
2016,7004,"Buckeye Power, Inc",OH,PJM,"2,131","7,079",.,.,"9,210",1.0,1.0,.,.,2.0,"32,786","49,551",.,.,"82,337",1.0,1.0,.,.,2.0,705,374,.,.,"1,079",0,0,.,.,0,705,374,.,.,"1,079",0,0,.,.,0,18.000,7.000,.,.,
2016,7140,Georgia Power Co,GA,SOCO,"88,834","3,54,459",.,.,"4,43,293",27.9,74.4,.,.,102.3,"5,20,991","27,96,499",.,.,"33,17,490",11.0,64.3,.,.,75.3,"17,327","16,574",.,.,"33,901","8,166","5,009",.,.,"13,175","1,00,311","1,54,753",.,.,"2,55,064","1,11,174","75,658",.,.,"1,86,832",10.000,10.000,.,.,http://www.psc.state.ga.us/factsv2/Docket.aspx?docketNumber-36499
2016,7264,"Glades Electric Coop, Inc",FL,SEC,6,51,.,.,57,0.0,0.0,.,.,0.0,120,627,.,.,747,0.0,0.0,.,.,0.0,2,0,.,.,2,0,3,.,.,3,2,0,.,.,2,2,3,.,.,5,15.000,15.000,.,.,
2016,7292,Glencoe Light & Power Comm,MN,MISO,41,873,119,.,"1,033",0.0,0.2,0.0,.,0.2,409,"8,728","1,186",.,"10,323",0.0,0.2,0.0,.,0.2,10,67,2,.,79,4,69,9,.,82,10,67,2,.,79,4,69,9,.,82,10.000,10.000,10.000,.,
2016,7294,City of Glendale - (CA),CA,LDWP,"9,463","8,462",.,.,"17,925",8.6,1.9,.,.,10.5,"16,088","55,658",.,.,"71,746",2.1,1.9,.,.,4.0,830,662,.,.,"1,492",23,86,.,.,109,830,662,.,.,"1,492",23,86,.,.,109,1.700,6.577,.,.,http://www.scppa.org/page/Energy-Efficiency
2016,7300,City of Glenwood Springs - (CO),CO,PSCO,88,492,.,.,580,0.0,0.2,.,.,0.2,946,"8,695",.,.,"9,641",0.0,0.2,.,.,0.2,25,47,.,.,72,23,32,.,.,55,25,47,.,.,72,23,32,.,.,55,10.770,17.660,.,.,
2016,7353,Golden Valley Elec Assn Inc,AK,NA,300,.,.,.,300,0.0,.,.,.,0.0,"3,332",.,.,.,"3,332",1.0,.,.,.,1.0,0,.,.,.,0,24,.,.,.,24,51,.,.,.,51,120,.,.,.,120,5.000,.,.,.,
2016,7411,City of Gothenburg - (NE),NE,SWPP,11,99,166,.,276,0.0,0.0,0.0,.,0.0,230,863,"2,750",.,"3,843",0.0,0.0,0.0,.,0.0,2,5,6,.,13,2,2,1,.,5,2,5,6,.,13,2,2,1,.,5,20.460,8.700,16.590,.,
2016,7443,City of Graettinger - (IA),IA,MISO,1,12,.,.,13,.,.,.,.,.,5,203,.,.,208,.,.,.,.,.,.,1,.,.,1,1,7,.,.,8,.,1,.,.,1,1,7,.,.,8,9.000,17.000,.,.,
2016,7456,Graham County Electric Coop Inc,AZ,WALC,589,.,.,.,589,.,.,.,.,.,"1,385",.,.,.,"1,385",.,.,.,.,.,22,.,.,.,22,15,.,.,.,15,83,.,.,.,83,85,.,.,.,85,13.520,.,.,.,"www.gce.coop, www.edocket.azcc.gov"
2016,7483,City of Grand Haven - (MI),MI,MISO,"1,123","1,512","1,512",.,"4,147",.,.,.,.,.,"13,518","20,993","20,993",.,"55,504",.,1.5,1.5,.,3.0,97,84,84,.,265,45,52,52,.,149,97,84,84,.,265,45,52,52,.,149,12.040,6.940,6.940,.,
2016,7489,Grand Rapids Public Util Comm,MN,MISO,420,"2,813",248,.,"3,481",0.4,0.5,0.1,.,1.0,"4,204","28,133","2,482",.,"34,819",4.3,4.5,0.5,.,9.3,7,86,11,.,104,2,64,0,.,66,7,86,11,.,104,2,64,0,.,66,10.000,10.000,10.000,.,http://www.energyplatforms.com/MN.aspx
2016,7548,PUD No 1 of Grays Harbor County,WA,BPAT,"1,833","2,033","2,981",.,"6,847",.,.,.,.,.,"27,261","23,548","29,638",.,"80,447",.,.,.,.,.,610,449,107,0,"1,166",221,15,4,.,240,"2,645","1,689","1,154",.,"5,488","1,137",247,266,.,"1,650",30.000,12.000,10.000,.,
2016,7563,Grand Valley Power,CO,PSCO,14,.,.,.,14,0.0,.,.,.,0.0,140,.,.,.,140,0.0,.,.,.,0.0,0,.,.,.,0,3,.,.,.,3,0,.,.,.,0,3,.,.,.,3,10.000,.,.,.,
2016,7570,Great River Energy,MN,MISO,"35,982","75,718",.,.,"1,11,700",108.0,24.7,.,.,132.7,"4,59,231","9,38,911",.,.,"13,98,142",108.0,24.7,.,.,132.7,"4,320","4,747",.,.,"9,067","4,885","1,919",.,.,"6,804","4,320","4,747",.,.,"9,067","4,885","1,919",.,.,"6,804",12.763,12.400,.,.,www.energyplatforms.com
