Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2015,4008,Columbia Power Coop Assn Inc,OR,BPAT,57,8,200,.,265,.,.,.,.,.,570,80,"2,000",.,"2,650",.,.,.,.,.,15,1,19,.,35,.,.,.,.,.,15,1,19,.,35,.,.,.,.,.,10.000,10.000,10.000,.,
2015,4045,City of Columbia - (MO),MO,MISO,"1,065","2,605",0,0,"3,670",0.3,0.6,0.0,0.0,0.9,"10,650","26,050",0,0,"36,700",0.3,0.6,0.0,0.0,0.9,800,100,0,0,900,269,43,0,0,312,800,100,0,0,900,269,43,0,0,312,10.000,10.000,0.000,0.000,
2015,4110,Commonwealth Edison Co,IL,PJM,"7,20,836","7,75,483",.,.,"14,96,319",61.9,114.2,.,.,176.1,"31,31,844","70,65,250",.,.,"1,01,97,094",61.9,114.2,.,.,176.1,"22,855","56,817",.,.,"79,672","22,007","24,746",.,.,"46,753","22,855","56,817",.,.,"79,672","22,007","24,746",.,.,"46,753",4.340,9.110,.,.,http://www.ilsag.info/evaluation-documents.html
2015,4147,Town of Concord - (MA),MA,ISNE,83,177,.,.,260,0.0,0.0,.,.,0.0,"1,145","2,306",.,.,"3,451",0.0,0.0,.,.,0.0,24,50,.,.,74,4,45,.,.,49,24,50,.,.,74,4,45,.,.,49,13.800,13.000,.,.,not available on the web.
2015,4176,Connecticut Light & Power Co,CT,ISNE,"1,09,811","1,40,921","42,239",.,"2,92,971",15.0,21.0,6.0,.,42.0,"11,75,621","16,77,119","5,02,690",.,"33,55,430",15.0,21.0,6.0,.,42.0,"42,966","37,619","11,237",.,"91,822","9,775","11,902","3,555",.,"25,232","42,966","37,619","11,237",.,"91,822","9,775","11,902","3,555",.,"25,232",10.640,11.900,11.900,.,www.ctenergydashboard.com
2015,4226,Consolidated Edison Co-NY Inc,NY,NYIS,"23,626","1,90,464",.,.,"2,14,090",8.1,33.6,.,.,41.7,"2,83,512","20,95,104",.,.,"23,78,616",8.1,33.6,.,.,41.7,"8,363","44,482",.,.,"52,845","4,853","13,648",.,.,"18,501","8,363","44,482",.,.,"52,845","4,853","13,648",.,.,"18,501",12.000,11.000,.,.,
2015,4254,Consumers Energy Co,MI,MISO,"1,36,317","1,41,000","47,176",.,"3,24,493",18.0,26.0,9.0,.,53.0,"18,92,398","23,43,890","7,84,216",.,"50,20,504",18.0,26.0,9.0,.,53.0,"13,977","14,784","4,947",.,"33,708","21,150","15,963","5,341",.,"42,454","13,977","14,784","4,947",.,"33,708","21,150","15,963","5,341",.,"42,454",14.000,17.000,17.000,.,www.consumersenergy.com
2015,4363,Corn Belt Power Coop,IA,SWPP,"5,495",.,"11,266",.,"16,761",0.6,.,2.3,.,2.9,"76,381",.,"1,17,166",.,"1,93,547",0.6,.,2.3,.,2.9,560,.,326,.,886,72,.,135,.,207,560,.,326,.,886,72,.,135,.,207,13.900,.,10.400,.,NA
2015,4401,"Cotton Electric Coop, Inc",OK,SWPP,63,.,.,.,63,2.0,.,.,.,2.0,"1,128",.,.,.,"1,128",2.0,.,.,.,2.0,39,.,.,.,39,.,.,.,.,.,43,.,.,.,43,.,.,.,.,.,10.000,.,.,.,
2015,4430,"Covington Electric Coop, Inc",AL,AEC,249,.,.,.,249,1.0,.,.,.,1.0,"3,735",.,.,.,"3,735",0.5,.,.,.,0.5,61,.,.,.,61,.,.,.,.,0,61,.,.,.,61,.,.,.,.,0,15.000,.,.,.,
2015,4432,Coweta-Fayette El Member Corp,GA,SOCO,675,.,.,.,675,0.7,.,.,.,0.7,"6,750",.,.,.,"6,750",1.0,.,.,.,1.0,75,.,.,.,75,174,.,.,.,174,75,.,.,.,75,174,.,.,.,174,10.000,.,.,.,www.uitility.org
2015,4442,PUD No 1 of Cowlitz County,WA,BPAT,"3,693","3,852","31,011",.,"38,556",0.6,0.6,3.5,.,4.7,"44,616","46,224","3,10,110",.,"4,00,950",0.6,0.6,3.5,.,4.7,"1,171",950,"5,049",.,"7,170",216,69,76,.,361,"1,171",950,"5,049",.,"7,170",216,69,76,.,361,12.000,12.000,10.000,.,http://www.commerce.wa.gov/Programs/Energy/Office/EIA/Pages/EnergyIndependence.aspx
2015,4683,City of Cuyahoga Falls - (OH),OH,PJM,.,75,"1,067",.,"1,142",.,0.1,0.1,.,0.2,.,"1,996","14,017",.,"16,013",.,0.1,0.1,.,0.2,.,6,66,.,72,.,.,.,.,.,.,6,66,.,72,.,.,.,.,.,.,26.450,13.140,.,
2015,4704,"DS&O Electric Cooperative, Inc.",KS,SWPP,0,.,.,.,0,0.0,.,.,.,0.0,0,.,.,.,0,0.0,.,.,.,0.0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,.,.,.,.,.,1.000,.,.,.,
2015,4794,City of Danville - (VA),VA,PJM,365,"1,872",750,0,"2,987",0.2,0.2,0.2,0.0,0.6,"4,300","18,720","7,500",0,"30,520",0.2,0.2,0.2,0.0,0.6,79,61,31,0,171,240,1,1,0,242,79,61,31,0,171,240,1,1,0,242,11.790,10.000,5.000,.,
2015,4848,Daviess Martin County R E M C,IN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,26,.,.,.,.,.,120,.,.,.,120,.,.,.,.,.,.,.,.,.,
2015,4911,Dawson Power District,NE,SWPP,896,275,631,0,"1,802",0.3,0.1,0.1,0.0,0.5,"17,120","2,862","8,741",0,"28,723",0.3,0.1,0.1,0.0,0.5,127,20,32,0,179,21,13,12,0,46,127,20,32,0,179,21,13,12,0,46,19.110,10.390,13.840,0.000,
2015,4922,Dayton Power & Light Co,OH,PJM,"72,075","58,209","42,482",.,"1,72,766",9.1,10.4,5.7,.,25.2,"5,20,022","8,07,064","5,88,999",.,"19,16,085",6.1,10.1,5.6,.,21.8,"3,123","4,104","2,995",.,"10,222","6,199","1,741","1,271",.,"9,211","26,546","20,096","14,666",.,"61,308","19,319","8,526","6,222",.,"34,067",10.900,7.600,5.500,.,
2015,5027,Delmarva Power,MD,PJM,"20,547","31,725",.,.,"52,272",3.3,5.4,.,.,8.7,"1,20,291","4,35,494",.,.,"5,55,785",3.3,5.4,.,.,8.7,"3,629","20,098",.,.,"23,727","4,039","2,874",.,.,"6,913","3,629","20,098",.,.,"23,727","4,039","2,874",.,.,"6,913",5.900,13.700,.,.,
2015,5056,City of Denison - (IA),IA,SWPP,164,91,120,.,375,0.0,0.0,0.0,.,0.0,"1,993","1,628","1,758",.,"5,379",0.0,0.0,0.0,.,0.0,22,1,4,.,27,22,5,8,.,35,22,1,4,.,27,22,5,8,.,35,12.100,18.000,14.600,.,
2015,5063,City of Denton - (TX),TX,ERCO,493,0,0,.,493,0.3,0.0,0.0,.,0.3,"7,888",.,.,.,"7,888",0.2,.,.,.,0.2,350,.,.,.,350,45,.,.,.,45,350,.,.,.,350,45,.,.,.,45,16.000,.,.,.,
2015,5070,Delaware Electric Cooperative,DE,PJM,780,6,.,.,786,0.8,0.0,.,.,0.8,"5,914",38,.,.,"5,952",0.2,0.1,.,.,0.3,117,48,.,.,165,8,0,.,.,8,117,48,.,.,165,8,0,.,.,8,7.600,13.000,.,.,
2015,5078,"Denton County Elec Coop, Inc",TX,ERCO,"3,169","2,075",.,.,"5,244",1.0,0.5,.,.,1.5,"30,603","10,377",.,.,"40,980",1.0,0.5,.,.,1.5,439,155,.,.,594,.,.,.,.,.,"2,195",775,.,.,"2,970",.,.,.,.,.,7.460,5.000,.,.,
2015,5109,DTE Electric Company,MI,MISO,"3,03,001","3,17,848",.,.,"6,20,849",33.4,47.9,.,.,81.3,"19,73,301","17,65,656",.,.,"37,38,957",33.4,47.9,.,.,81.3,.,.,.,.,.,"47,909","39,170",.,.,"87,079",.,.,.,.,.,"2,32,313","2,01,687",.,.,"4,34,000",9.370,13.240,.,.,
2015,5111,City of Detroit Lakes - (MN),MN,MISO,190,978,"1,899",.,"3,067",0.0,0.1,0.3,.,0.4,"2,497","11,825","22,954",.,"37,276",0.0,0.1,0.3,.,0.4,24,41,79,.,144,25,59,114,.,198,24,41,79,.,144,25,59,114,.,198,13.100,12.100,12.100,.,http://www.brightenergysolutions.com/
2015,5175,Dixie Electric Power Assn,MS,MISO,20,.,.,.,20,.,.,.,.,.,102,.,.,.,102,.,.,.,.,.,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,5.000,.,.,.,
2015,5204,Dixie Electric Coop,AL,AEC,32,.,.,.,32,.,.,.,.,.,67,.,.,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.000,.,.,.,
2015,5327,Douglas Electric Coop - (OR),OR,BPAT,441,5,.,.,446,0.9,.,.,.,0.9,"10,667",21,.,.,"10,688",2.0,.,.,.,2.0,143,2,.,.,145,4,0,.,.,4,143,2,.,.,145,4,0,.,.,4,27.960,4.000,.,.,www.dec.coop     Efficiency Service Group 1-888-883-9879 Fredy Salazar
2015,5336,City of Dover - (OH),OH,PJM,30,281,204,.,515,.,.,.,.,.,359,"3,789","2,994",.,"7,142",0.1,0.1,0.4,.,0.6,4,12,5,.,21,23,21,15,.,59,4,12,5,.,21,23,21,15,.,59,12.130,13.490,14.710,.,tcoyle@efficiencysmart.org
2015,5416,"Duke Energy Carolinas, LLC",NC,DUK,"2,91,576","2,05,709",.,.,"4,97,285",61.0,37.0,.,.,98.0,"11,93,055","21,67,482",.,.,"33,60,537",61.0,37.0,.,.,98.0,"12,405","23,436",.,.,"35,841","15,476","5,691",.,.,"21,167","12,405","23,436",.,.,"35,841","15,476","5,691",.,.,"21,167",4.090,10.540,.,.,
2015,5416,"Duke Energy Carolinas, LLC",SC,DUK,"1,07,843","76,084",.,.,"1,83,927",22.0,14.0,.,.,36.0,"4,41,267","8,01,671",.,.,"12,42,938",22.0,14.0,.,.,36.0,"4,588","8,668",.,.,"13,256","5,724","2,105",.,.,"7,829","4,588","8,668",.,.,"13,256","5,724","2,105",.,.,"7,829",4.090,10.540,.,.,
2015,5417,Dunn County Electric Coop,WI,MISO,"1,138",75,0,0,"1,213",0.1,.,.,.,0.1,"16,467","1,068",.,.,"17,535",1.4,.,.,.,1.4,49,4,.,.,53,53,3,.,.,56,49,4,.,.,53,53,3,.,.,56,14.470,14.237,0.000,0.000,
2015,5487,Duquesne Light Co,PA,PJM,"36,421","48,355","22,376",0,"1,07,152",3.6,6.1,2.9,0.0,12.6,"3,68,648","2,55,184","1,34,799",0,"7,58,631",3.6,6.1,2.9,0.0,12.6,"2,116","3,335","1,202",0,"6,653","5,329","5,506","2,623",0,"13,458","2,116","3,335","1,202",0,"6,653","5,329","5,506","2,623",0,"13,458",7.000,7.000,15.000,0.000,
2015,5552,"East River Elec Pwr Coop, Inc",SD,MISO,427,29,0,0,456,30.0,4.5,0.0,.,34.5,"4,270",290,0,0,"4,560",300.0,45.0,0.0,.,345.0,369,0,0,0,369,926,186,46,.,"1,158",369,0,0,0,369,926,186,46,.,"1,158",10.000,10.000,10.000,.,
2015,5575,City of East Grand Forks - (MN),MN,MISO,117,691,"2,024",.,"2,832",0.0,0.1,0.3,.,0.4,"1,772","8,480","32,251",.,"42,503",0.0,0.1,0.3,.,0.4,46,85,63,.,194,11,24,18,.,53,46,85,63,.,194,11,24,18,.,53,15.140,12.270,15.930,.,
2015,5580,"East Kentucky Power Coop, Inc",KY,PJM,"15,146","9,111",553,.,"24,810",3.2,1.0,0.0,.,4.2,"2,25,221","91,110","5,530",.,"3,21,861",3.2,1.0,0.0,.,4.2,"2,132",336,5,.,"2,473","2,376",502,10,.,"2,888","2,132",336,5,.,"2,473","2,376",502,10,.,"2,888",14.870,10.000,7.000,.,
2015,5585,Eastern Illinois Elec Coop,IL,MISO,634,.,.,.,634,.,.,.,.,.,"9,510",.,.,.,"9,510",.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,.,.,.,.,50,.,.,.,50,15.000,.,.,.,
2015,5632,Eau Claire Electric Coop,WI,MISO,924,"1,266",17,0,"2,207",0.2,0.1,0.0,0.0,0.3,"15,498","16,942",236,0,"32,676",0.2,0.1,0.0,0.0,0.3,107,50,1,0,158,16,1,0,0,17,107,50,1,0,158,16,1,0,0,17,16.772,13.382,13.875,0.000,
2015,5701,El Paso Electric Co,NM,EPE,"11,688","8,572",0,0,"20,260",3.9,1.3,0.0,0.0,5.2,"1,29,387","1,00,030",0,0,"2,29,417",3.9,1.3,0.0,0.0,5.2,"2,008","1,223",0,0,"3,231",585,832,0,0,"1,417","2,008","1,223",0,.,"3,231",585,832,0,0,"1,417",11.070,11.670,0.000,0.000,
2015,5701,El Paso Electric Co,TX,EPE,"5,051","17,259",0,0,"22,310",2.1,3.5,0.0,0.0,5.6,"85,318","2,21,604",0,0,"3,06,922",2.1,3.5,0.0,0.0,5.6,"1,535","1,990",0,0,"3,525",43,147,0,0,190,"1,535","1,990",0,0,"3,525",43,147,0,0,190,16.890,12.840,0.000,0.000,
2015,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,166,262,6,.,434,0.0,0.0,0.0,.,0.0,"3,191","2,783",49,.,"6,023",0.0,0.0,0.0,.,0.0,22,16,0,.,38,15,9,8,.,32,22,16,0,.,38,15,9,8,.,32,19.230,10.610,8.450,.,www.erppd.com
2015,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,871,669,.,.,"1,540",.,.,.,.,.,"6,373","8,587",.,.,"14,960",.,.,.,.,.,64,60,.,.,124,.,.,.,.,.,64,60,.,.,124,.,.,.,.,.,7.310,12.840,.,.,
2015,5860,Empire District Electric Co,AR,SWPP,108,104,0,0,212,0.0,0.0,0.0,0.0,0.0,"1,177","1,452",0,0,"2,629",0.4,0.3,0.0,0.0,0.7,71,28,0,0,99,25,10,.,.,35,71,28,0,0,99,25,10,0,0,35,13.000,14.000,0.000,0.000,
2015,5860,Empire District Electric Co,MO,SWPP,899,"3,388","1,452",0,"5,739",0.5,0.7,0.3,0.0,1.5,"12,590","47,429","20,327",0,"80,346",0.5,0.7,0.3,0.0,1.5,504,536,230,0,"1,270",17,120,51,0,188,504,536,230,0,"1,270",17,120,51,.,188,14.000,14.000,14.000,0.000,
2015,5905,Excelsior Electric Member Corp,GA,SOCO,.,7,.,.,7,.,0.1,.,.,0.1,.,70,.,.,70,.,0.1,.,.,0.1,.,0,.,.,0,.,3,.,.,3,.,0,.,.,0,.,13,.,.,13,.,10.000,.,.,
2015,5930,Village of Fairport - (NY),NY,NYIS,872,218,.,.,"1,090",1.7,0.4,.,.,2.1,"10,940","1,02,800",.,.,"1,13,740",1.7,0.5,.,.,2.2,350,150,.,.,500,33,1,.,.,34,947,494,.,.,"1,441",99,13,.,.,112,12.000,3.500,.,.,
2015,5997,Town of Estes Park,CO,PSCO,7,340,0,0,347,0.0,0.6,0.0,0.0,0.6,57,"3,735",0,0,"3,792",0.0,0.6,0.0,0.0,0.6,10,151,0,0,161,8,17,0,0,25,10,151,0,0,161,8,17,0,0,25,8.000,11.000,.,.,
2015,6022,City of Eugene - (OR),OR,BPAT,"6,274","3,255","5,641",.,"15,170",1.5,0.8,0.8,.,3.1,"1,83,317","51,553","84,608",.,"3,19,478",1.5,0.8,0.8,.,3.1,"1,152",426,117,.,"1,695","1,012",247,72,.,"1,331","1,152",426,117,.,"1,695","1,012",247,72,.,"1,331",21.370,15.840,15.000,.,
2015,6151,Fairmont Public Utilities Comm,MN,MISO,280,"1,068","1,068",.,"2,416",0.1,0.2,0.2,.,0.5,"2,408","18,263","18,263",.,"38,934",0.1,0.2,0.2,.,0.5,92,70,70,.,232,38,10,10,.,58,92,70,70,.,232,38,10,10,.,58,8.600,17.100,17.100,.,www.MNCIPdata.com
2015,6168,Farmers Electric Coop - (IA),IA,MISO,3,.,.,.,3,.,.,.,.,.,50,.,.,.,50,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,10.000,.,.,.,
2015,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,108,.,.,.,108,0.3,.,.,.,0.3,108,.,.,.,108,0.3,.,.,.,0.3,36,.,.,.,36,15,.,.,.,15,36,.,.,.,36,15,.,.,.,15,1.000,.,.,.,
2015,6335,"Firelands Electric Coop, Inc",OH,PJM,514,.,.,.,514,.,.,.,.,.,"8,692",.,.,.,"8,692",.,.,.,.,.,50,.,.,.,50,.,.,.,.,.,50,.,.,.,50,.,.,.,.,.,16.900,.,.,.,
2015,6374,Fitchburg Gas & Elec Light Co,MA,ISNE,"3,146","5,699",575,0,"9,420",0.0,1.0,0.0,0.0,1.0,"37,981","62,262","6,939",0,"1,07,182",0.0,1.0,0.0,0.0,1.0,"1,887","1,648",45,0,"3,580","1,128",978,27,0,"2,133","1,887","1,648",45,0,"3,580","1,128",978,27,.,"2,133",12.100,10.900,12.100,.,http://www.puc.nh.gov/
2015,6390,City of Flandreau,SD,MISO,7,77,3,.,87,0.0,0.1,0.0,.,0.1,91,886,27,.,"1,004",0.0,0.1,0.0,.,0.1,1,23,1,.,25,1,20,1,.,22,1,23,1,.,25,1,20,1,.,22,13.300,11.600,11.600,.,
2015,6395,Flathead Electric Coop Inc,MT,BPAT,"4,468","3,720","2,169",.,"10,357",.,.,.,.,.,"1,43,660","40,566","43,643",.,"2,27,869",.,.,.,.,.,"1,584",685,596,.,"2,865",0,0,0,.,0,"1,584",685,596,.,"2,865",0,0,0,.,0,20.000,12.000,12.000,.,
2015,6442,Fleming-Mason Energy Coop Inc,KY,PJM,422,109,.,.,531,0.1,0.1,.,.,0.2,"6,330","1,635",.,.,"7,965",0.9,0.1,.,.,1.0,162,14,.,.,176,.,.,.,.,.,8,.,.,.,8,.,.,.,.,.,14.750,10.000,.,.,
2015,6455,"Duke Energy Florida, Inc",FL,FPC,"35,870","34,323",0,0,"70,193",29.0,11.0,0.0,0.0,40.0,"3,83,620","3,38,219",0,0,"7,21,839",29.0,11.0,0.0,0.0,40.0,"7,753","1,584",0,0,"9,337","6,336","2,092",0,0,"8,428","7,753","1,584",0,0,"9,337","6,336","2,092",0,0,"8,428",10.695,9.854,0.000,0.000,http://www.psc.state.fl.us/ElectricNaturalGas/ARDemandSidePlans
2015,6457,Florida Public Utilities Co,FL,JEA,"1,420",10,0,0,"1,430",1.0,0.0,0.0,0.0,1.0,"1,420",10,0,0,"1,430",0.5,0.1,0.0,0.0,0.6,85,0,0,0,85,125,32,0,0,157,85,0,0,0,85,125,32,0,0,157,1.000,1.000,0.000,0.000,
2015,6579,City of Forest City- (IA),IA,MISO,7,1,244,.,252,0.0,0.0,0.1,.,0.1,121,8,"2,442",.,"2,571",0.0,0.0,0.1,.,0.1,2,0,0,.,2,0,0,6,.,6,2,0,.,.,2,0,0,6,.,6,18.000,10.000,10.000,.,
2015,6604,City of Fort Collins - (CO),CO,PSCO,"13,808","6,740","3,320",0,"23,868",1.6,1.6,0.8,0.0,4.0,"51,090","94,363","46,477",0,"1,91,930",1.6,1.6,0.8,0.0,4.0,"1,562","1,647",811,0,"4,020",609,197,97,0,903,"1,562","1,647",811,0,"4,020",609,197,97,0,903,3.700,14.000,14.000,0.000,http://www.fcgov.com/utilities/
2015,6615,City of Fort Pierre - (SD),SD,SWPP,24,12,0,0,36,0.0,0.0,0.0,0.0,0.0,255,148,0,0,403,0.0,0.0,0.0,0.0,0.0,5,1,.,.,6,4,1,.,.,5,5,1,.,.,6,4,1,.,.,5,10.500,12.000,12.000,.,
2015,6616,Fort Pierce Utilities Authority,FL,FMPP,125,.,.,.,125,0.0,.,.,.,0.0,"1,728",.,.,.,"1,728",0.0,.,.,.,0.0,66,.,.,.,66,2,.,.,.,2,66,.,.,.,66,2,.,.,.,2,13.820,.,.,.,www.fpua.com
2015,6640,Four County Elec Member Corp,NC,CPLE,"11,532",.,.,.,"11,532",1.0,.,.,.,1.0,"1,15,320",.,.,.,"1,15,320",1.0,.,.,.,1.0,23,.,.,.,23,297,.,.,.,297,23,.,.,.,23,297,.,.,.,297,10.000,.,.,.,
2015,6782,Freeborn-Mower Coop Services,MN,MISO,"2,167","2,195",51,.,"4,413",0.2,0.1,.,.,0.3,"31,641","27,945",510,.,"60,096",0.2,0.1,.,.,0.3,298,98,3,.,399,543,74,.,.,617,298,98,3,.,399,543,74,.,.,617,14.600,12.700,10.000,.,
2015,6784,French Broad Elec Member Corp,NC,CPLE,"5,771",.,.,.,"5,771",.,.,.,.,.,"13,383",.,.,.,"13,383",.,.,.,.,.,.,.,.,.,.,25,.,.,.,25,.,.,.,.,.,25,.,.,.,25,6.800,.,.,.,
2015,6909,Gainesville Regional Utilities,FL,GVL,586,.,.,.,586,0.1,.,.,.,0.1,"8,790",.,.,.,"8,790",0.1,.,.,.,0.1,580,.,.,.,580,.,.,.,.,.,580,.,.,.,580,.,.,.,.,.,15.000,.,.,.,http://gru.com/TabID/3657/Default.aspx
2015,7004,"Buckeye Power, Inc",OH,PJM,"3,259","4,408",.,.,"7,667",2.0,1.0,.,.,3.0,"52,342","30,854",.,.,"83,196",2.0,1.0,.,.,3.0,836,224,.,.,"1,060",0,0,.,.,0,836,224,.,.,"1,060",0,0,.,.,0,18.000,10.000,.,.,
2015,7140,Georgia Power Co,GA,SOCO,"71,512","3,07,038",.,.,"3,78,550",18.0,71.0,.,.,89.0,"5,20,991","27,96,499",.,.,"33,17,490",11.0,64.3,.,.,75.3,"10,364","12,234",.,.,"22,598","8,234","8,019",.,.,"16,253","1,00,311","1,54,753",.,.,"2,55,064","1,11,174","75,658",.,.,"1,86,832",10.000,10.000,.,.,http://www.psc.state.ga.us/factsv2/Docket.aspx?docketNumber-36499
2015,7264,"Glades Electric Coop, Inc",FL,SEC,6,51,.,.,57,.,.,.,.,.,120,627,.,.,747,.,.,.,.,.,2,.,.,.,2,.,3,.,.,3,2,.,.,.,2,.,3,.,.,3,20.000,12.367,.,.,
2015,7292,Glencoe Light & Power Comm,MN,MISO,62,88,"1,118",.,"1,268",0.0,0.0,0.1,.,0.1,623,885,"11,180",.,"12,688",0.0,0.0,0.1,.,0.1,11,8,48,.,67,2,3,36,.,41,11,8,48,.,67,2,3,36,.,41,10.000,10.000,10.000,.,
2015,7294,City of Glendale - (CA),CA,LDWP,"9,101","8,452",0,0,"17,553",2.9,1.7,0.0,0.0,4.6,"15,964","51,462",0,0,"67,426",2.9,1.7,.,.,4.6,876,529,0,0,"1,405",29,97,0,0,126,876,529,0,0,"1,405",29,97,0,0,126,1.754,6.090,0.000,0.000,http://www.glendaleca.gov/home/showdocument?id=29521
2015,7300,City of Glenwood Springs - (CO),CO,PSCO,69,"1,186",.,.,"1,255",.,0.2,.,.,0.2,755,"8,076",.,.,"8,831",.,0.2,.,.,0.2,19,49,.,.,68,21,29,.,.,50,19,49,.,.,68,21,29,.,.,50,10.900,6.800,.,.,
2015,7353,Golden Valley Elec Assn Inc,AK,NA,400,0,.,.,400,0.0,0.0,.,.,0.0,"3,955",0,.,.,"3,955",1.0,0.0,.,.,1.0,0,0,.,.,0,46,0,.,.,46,53,0,.,.,53,228,0,.,.,228,5.000,0.000,.,.,
2015,7411,City of Gothenburg - (NE),NE,SWPP,3,212,49,.,264,0.0,0.0,0.0,.,0.0,54,"2,320",357,.,"2,731",0.0,0.0,0.0,.,0.0,0,18,3,.,21,2,1,1,.,4,0,18,3,.,21,2,1,1,.,5,20.000,10.940,13.360,.,
2015,7443,City of Graettinger - (IA),IA,MISO,2,17,.,.,19,0.0,0.0,.,.,0.0,15,234,.,.,249,0.0,0.0,.,.,0.0,0,0,.,.,0,1,3,.,.,4,0,0,.,.,0,1,3,.,.,4,6.000,14.000,.,.,www.iamu.org
2015,7456,Graham County Electric Coop Inc,AZ,WALC,518,.,.,.,518,0.3,.,.,.,0.3,518,.,.,.,518,1.0,.,.,.,1.0,22,.,.,.,22,.,.,.,.,.,22,.,.,.,22,.,.,.,.,.,1.000,.,.,.,
2015,7483,City of Grand Haven - (MI),MI,MISO,762,"1,068","1,068",0,"2,898",0.0,0.0,0.0,0.0,0.0,"9,554","12,732","12,732",0,"35,018",0.0,0.0,0.0,0.0,0.0,87,59,59,0,205,47,56,56,0,159,87,59,59,0,205,47,56,56,0,158,12.540,5.960,5.960,.,
2015,7489,Grand Rapids Public Util Comm,MN,MISO,410,"2,170",0,.,"2,580",0.4,0.5,0.0,.,0.9,"4,102","21,700",0,.,"25,802",4.2,5.0,0.0,.,9.2,6,111,.,.,117,78,23,.,.,101,6,111,.,.,117,78,23,.,.,101,10.000,10.000,0.000,.,http://www.energyplatforms.com/MN.aspx
2015,7548,PUD No 1 of Grays Harbor County,WA,BPAT,"1,240",982,"5,416",.,"7,638",.,.,.,.,.,"25,428","21,515","26,657",.,"73,600",.,.,.,.,.,474,168,410,.,"1,052",123,43,106,.,272,"2,035","1,240","1,047",.,"4,322",916,232,262,.,"1,410",25.000,12.000,10.000,.,
2015,7563,Grand Valley Power,CO,PSCO,4,.,.,.,4,0.0,.,.,.,0.0,40,.,.,.,40,0.0,.,.,.,0.0,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,1,.,.,.,1,10.000,.,.,.,
2015,7570,Great River Energy,MN,MISO,"35,184","71,771",.,.,"1,06,955",8.9,12.2,.,.,21.1,"4,36,283","8,89,968",.,.,"13,26,251",8.9,12.2,.,.,21.1,"3,035","3,750",.,.,"6,785","4,255","1,724",.,.,"5,979","37,646","46,510",.,.,"84,156","52,763","21,380",.,.,"74,143",12.400,12.400,.,.,www.energyplatforms.com
2015,7593,City of Green Cove Springs,FL,FMPP,42,0,0,0,42,7.0,0.0,0.0,0.0,7.0,610,.,.,.,610,7.0,.,.,.,7.0,14,0,.,.,14,.,.,.,.,.,14,.,.,.,14,.,.,.,.,.,14.520,.,.,.,
2015,7626,City of Greenfield - (IA),IA,MISO,35,129,205,.,369,0.0,0.1,0.1,.,0.2,514,"1,515","2,050",.,"4,079",0.0,0.1,0.1,.,0.2,8,14,5,.,27,1,5,6,.,12,8,14,5,.,27,1,5,6,.,12,15.000,12.000,10.000,.,
2015,7634,City of Greenville - (TX),TX,ERCO,"1,491",733,.,.,"2,224",0.3,0.1,.,.,0.4,"21,810","10,742",.,.,"32,552",0.3,0.1,.,.,0.4,1,1,.,.,2,.,.,.,.,.,5,3,.,.,8,.,.,.,.,.,13.600,13.600,.,.,
2015,7716,Groton Dept of Utilities - (CT),CT,ISNE,908,"1,959",0,0,"2,867",0.1,0.3,0.0,0.0,0.4,"9,054","27,675",0,0,"36,729",0.1,0.3,0.0,0.0,0.4,261,518,0,0,779,73,145,0,0,218,261,518,0,0,779,73,145,0,0,218,10.000,14.100,0.000,.,
2015,7785,"Gulf Coast Electric Coop, Inc",FL,AEC,.,0,0,0,0,1.0,0.0,0.0,0.0,1.0,.,0,0,0,0,1.0,0.0,0.0,0.0,1.0,40,0,0,0,40,0,0,0,0,0,128,0,0,0,128,0,0,0,0,0,10.000,.,.,.,
2015,7787,Gunnison County Elec Assn.,CO,WACM,228,186,.,.,414,.,.,.,.,.,"1,120",930,.,.,"2,050",.,.,.,.,.,14,13,.,.,27,.,.,.,.,.,14,13,.,.,27,.,.,.,.,.,4.598,4.636,.,.,
