Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2014,3644,PUD No 1 of Clallam County,WA,BPAT,"3,594",573,908,.,"5,075",.,.,.,.,.,"52,923","7,891","1,146",.,"61,960",.,.,.,.,.,586,145,4,.,735,465,72,11,.,548,586,145,4,.,735,465,72,11,.,548,17.600,12.080,10.110,.,www.commerce.wa.gov/programs/energy/office/eia/pages/energyindependence.aspx 
2014,3660,PUD No 1 of Clark County - (WA),WA,BPAT,"30,422","19,633","16,661",.,"66,716",.,.,.,.,.,"4,16,781","2,23,620","1,56,114",.,"7,96,515",.,.,.,.,.,"2,874","2,076","1,652",.,"6,602",428,133,0,.,561,"2,874","2,076","1,652",.,"6,602",428,133,0,.,561,13.700,11.390,9.370,.,http://www.commerce.wa.gov/Programs/Energy/Office/EIA/Pages/EnergyIndependence.aspx
2014,3701,Clark Electric Coop - (WI),WI,MISO,637,18,.,.,655,0.0,0.0,.,.,0.0,"9,113",212,.,.,"9,325",0.6,0.0,.,.,0.6,61,1,.,.,62,20,0,.,.,20,61,1,.,.,62,20,0,.,.,20,14.316,28.444,.,.,
2014,3755,Cleveland Electric Illum Co,OH,PJM,"75,348","98,842","53,176",0,"2,27,366",10.5,10.8,5.3,0.0,26.6,"5,13,120","12,35,525","7,43,400",0,"24,92,045",10.5,10.8,5.3,0.0,26.6,"6,449","2,814","1,571",0,"10,834","2,953","2,152","1,493",0,"6,598","6,449","2,814","1,571",0,"10,834","2,953","2,152","1,493",0,"6,598",6.810,12.500,13.980,0.000,"The website is not available until after May 15, 2015."
2014,3757,"Clay Electric Cooperative, Inc",FL,SEC,"3,154",.,.,.,"3,154",1.0,.,.,.,1.0,"38,899",.,.,.,"38,899",1.0,.,.,.,1.0,209,.,.,.,209,.,.,.,.,.,209,.,.,.,209,.,.,.,.,.,12.300,.,.,.,
2014,3762,City of Cleveland - (OH),OH,PJM,119,"2,550",411,.,"3,080",.,.,.,.,0.0,963,"33,380","6,463",.,"40,806",0.0,0.0,0.0,.,0.0,3,129,13,.,145,239,157,286,.,682,26,"1,790",212,.,"2,028","1,936","2,175","4,493",.,"8,604",8.090,13.870,15.720,.,
2014,3764,Clearwater-Polk Elec Coop Inc,MN,MISO,370,40,0,0,410,2.0,0.2,0.0,0.0,2.2,"1,850",200,0,0,"2,050",0.4,0.1,0.0,0.0,0.5,34,3,0,0,37,19,7,0,0,26,47,2,0,0,49,25,6,0,0,31,4.910,0.490,0.000,0.000,www.clearwater-polk.com
2014,3828,Cloverland Electric Co-op,MI,MISO,"3,002","4,874",.,.,"7,876",.,.,.,.,.,"36,025","58,492",.,.,"94,517",.,.,.,.,.,179,.,.,.,179,1,0,.,.,1,"2,147",3,.,.,"2,150",3,5,.,.,8,12.000,12.000,.,.,cloverland.com
2014,3841,Coast Electric Power Assn,MS,SOCO,"2,837",28,.,.,"2,865",0.8,0.0,.,.,0.8,"26,310",423,.,.,"26,733",0.8,0.0,.,.,0.8,207,8,.,.,215,170,2,.,.,172,207,8,.,.,215,170,2,.,.,172,15.000,15.000,15.000,15.000,
2014,3915,Coldwater Board of Public Util,MI,MISO,219,509,"2,288",.,"3,016",.,.,.,.,.,"1,533","5,090","22,880",.,"29,503",.,.,.,.,.,35,31,159,.,225,11,10,51,.,72,35,31,159,.,225,11,10,51,.,72,7.000,10.000,10.000,.,www.coldwater.org
2014,3916,Cobb Electric Membership Corp,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,3940,City of College Station - (TX),TX,ERCO,821,118,.,.,939,0.7,0.0,.,.,0.7,"10,684","1,529",.,.,"12,213",0.7,0.0,.,.,0.7,224,3,.,.,227,67,3,.,.,70,224,3,.,.,227,67,3,.,.,70,13.000,13.000,.,.,
2014,3989,City of Colorado Springs - (CO),CO,WACM,"23,828","12,046",0,0,"35,874",4.3,2.5,0.0,0.0,6.8,"2,16,420","1,20,833",0,0,"3,37,253",4.3,2.5,0.0,0.0,6.8,979,"1,105",0,0,"2,084",744,95,0,0,839,979,"1,105",0,0,"2,084",744,95,0,0,839,9.100,10.000,0.000,0.000,
2014,4003,City of Colton - (CA),CA,CISO,755,319,162,.,"1,236",0.3,0.2,0.0,.,0.5,"7,038","3,041","1,994",.,"12,073",1.6,0.3,0.3,.,2.2,139,10,9,.,158,0,11,0,.,11,180,13,12,.,205,0,0,0,.,0,8.000,8.000,10.000,.,www.coltononline.com
2014,4008,Columbia Power Coop Assn Inc,OR,BPAT,32,4,108,.,144,.,.,.,.,.,319,38,"1,076",.,"1,433",.,.,.,.,.,12,1,10,.,23,.,.,.,.,.,12,1,10,.,23,.,.,.,.,.,10.000,10.000,10.000,.,
2014,4045,City of Columbia - (MO),MO,MISO,946,"1,791",.,.,"2,737",0.3,0.4,.,.,0.7,"9,460","17,910",.,.,"27,370",0.3,0.4,.,.,0.7,423,134,.,.,557,231,.,.,.,231,423,134,.,.,557,231,.,.,.,231,10.000,10.000,.,.,
2014,4065,City of Columbus - (OH),OH,PJM,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,
2014,4073,City of Columbus - (WI),WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,4110,Commonwealth Edison Co,IL,PJM,"8,26,615","8,28,486",.,.,"16,55,101",86.2,144.9,.,.,231.1,"40,57,960","74,19,702",.,.,"1,14,77,662",86.2,144.9,.,.,231.1,"27,606","54,009",.,.,"81,615","15,688","22,732",.,.,"38,420","27,606","54,009",.,.,"81,615","15,688","22,732",.,.,"38,420",4.910,8.960,.,.,http://www.ilsag.info/evaluation-documents.html
2014,4147,Town of Concord - (MA),MA,ISNE,84,339,.,.,423,0.0,0.1,.,.,0.1,"1,106","4,404",.,.,"5,510",0.0,0.1,.,.,0.1,28,33,.,.,61,2,45,.,.,47,28,33,.,.,61,2,45,.,.,47,13.150,13.000,.,.,not available on the web.
2014,4176,Connecticut Light & Power Co,CT,ISNE,"1,10,337","1,41,395","42,381",.,"2,94,113",13.0,19.0,6.0,.,38.0,"10,82,608","17,57,416","5,26,757",.,"33,66,781",13.0,19.0,6.0,.,38.0,"46,871","38,011","11,354",.,"96,236","15,018","18,409","4,195",.,"37,622","46,871","38,011","11,354",.,"96,236","15,018","18,409","4,195",.,"37,622",10.000,12.000,12.000,0.000,http://www.ctenergydashboard.com
2014,4226,Consolidated Edison Co-NY Inc,NY,NYIS,"30,833","1,68,139",.,.,"1,98,972",7.0,27.3,.,.,34.3,"10,66,317","65,79,427",.,.,"76,45,744",25.7,112.1,.,.,137.8,"10,187","41,367",.,.,"51,554","4,739","20,595",.,.,"25,334","37,963","1,27,153",.,.,"1,65,116","31,472","98,326",.,.,"1,29,798",10.000,10.000,.,.,
2014,4254,Consumers Energy Co,MI,MISO,"1,90,768","1,93,721","64,815",.,"4,49,304",14.0,30.0,10.0,.,54.0,"18,11,404","27,68,584","9,26,310",.,"55,06,298",14.0,30.0,10.0,.,54.0,"13,214","16,277","5,446",.,"34,937","30,958","6,729","2,251",.,"39,938","13,214","16,277","5,446",.,"34,937","30,958","6,729","2,251",.,"39,938",9.000,14.000,14.000,.,www.consumersenergy.com
2014,4280,Conway Corporation,AR,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,4296,"Cookson Hills Elec Coop, Inc",OK,AECI,99,1,.,.,100,.,.,.,.,.,"1,001",1,.,.,"1,002",.,.,.,.,.,45,7,.,.,52,.,.,.,.,.,257,7,.,.,264,.,.,.,.,.,3.000,3.000,.,.,
2014,4317,"Coos-Curry Electric Coop, Inc",OR,BPAT,80,20,.,.,100,.,.,.,.,.,400,100,.,.,500,.,.,.,.,.,16,4,.,.,20,.,.,.,.,.,16,4,.,.,20,.,.,.,.,.,5.000,5.000,.,.,http://www.pngc.com/members/index.aspx
2014,4363,Corn Belt Power Coop,IA,WAUE,"5,313",.,"9,819",.,"15,132",1.1,.,2.0,.,3.1,"78,850",.,"1,18,712",.,"1,97,562",1.1,.,2.0,.,3.1,543,.,309,.,852,218,.,217,.,435,543,.,309,.,852,218,.,217,.,435,17.900,.,12.100,.,NA
2014,4401,"Cotton Electric Coop, Inc",OK,SWPP,80,.,.,.,80,2.0,.,.,.,2.0,"1,144",.,.,.,"1,144",2.0,.,.,.,2.0,48,.,.,.,48,.,.,.,.,.,48,.,.,.,48,.,.,.,.,.,10.000,.,.,.,
2014,4430,"Covington Electric Coop, Inc",AL,AEC,219,.,.,.,219,0.7,.,.,.,0.7,"3,285",.,.,.,"3,285",0.7,.,.,.,0.7,48,.,.,.,48,.,.,.,.,0,48,.,.,.,48,.,.,.,.,0,15.000,0.000,0.000,.,
2014,4432,Coweta-Fayette El Member Corp,GA,SOCO,443,.,.,.,443,0.5,.,.,.,0.5,"4,428",.,.,.,"4,428",0.5,.,.,.,0.5,61,.,.,.,61,173,.,.,.,173,61,.,.,.,61,173,.,.,.,173,10.000,.,.,.,www.utility.org
2014,4442,PUD No 1 of Cowlitz County,WA,BPAT,"3,623","5,328","58,953",0,"67,904",0.5,0.8,6.7,0.0,8.0,"43,472","63,938","5,89,532",0,"6,96,942",0.5,0.8,6.7,0.0,8.0,"1,182","1,138","6,303",0,"8,623",445,139,156,0,740,"1,182","1,138","6,303",0,"8,623",445,139,156,0,740,10.300,10.300,10.300,0.000,
2014,4604,City of Crystal Falls,MI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,4607,City of Cuba City,WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,4610,City of Cuero - (TX),TX,ERCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,4683,City of Cuyahoga Falls - (OH),OH,PJM,.,140,737,.,877,.,0.1,0.1,.,0.2,.,"1,734","5,296",.,"7,030",.,0.4,0.6,.,1.0,.,11,48,.,59,.,0,0,.,0,.,11,48,.,59,.,0,0,.,0,.,12.370,7.180,.,http://www.gosustainableenergy.com/
2014,4704,"DS&O Electric Cooperative, Inc.",KS,SWPP,0,.,.,.,0,0.0,.,.,.,0.0,0,.,.,.,0,0.0,.,.,.,0.0,0,.,.,.,0,.,.,.,.,.,0,.,.,.,0,.,.,.,.,.,0.000,.,.,.,
2014,4794,City of Danville - (VA),VA,PJM,"2,426",719,"1,459",0,"4,604",0.0,0.0,0.0,0.0,0.0,"19,597","5,808","11,786",0,"37,191",0.0,0.0,0.0,0.0,0.0,141,18,30,0,189,268,1,1,0,270,141,18,30,0,189,268,1,1,0,270,17.300,10.000,10.000,0.000,
2014,4911,Dawson Power District,NE,SWPP,837,103,"4,821",0,"5,761",0.2,0.0,0.0,0.0,0.2,"16,120","1,124","35,165",0,"52,409",0.2,0.0,0.0,0.0,0.2,118,10,114,0,242,19,12,19,0,50,118,10,114,0,242,19,12,19,0,50,19.260,10.940,7.290,0.000,
2014,4922,Dayton Power & Light Co,OH,PJM,"86,226","55,491","40,298",.,"1,82,015",11.0,13.0,7.0,.,31.0,"5,42,942","6,24,850","4,53,780",.,"16,21,572",6.0,12.0,7.0,.,25.0,"3,080","3,865","2,807",.,"9,752","5,390","1,426","1,036",.,"7,852","19,114","18,299","13,285",.,"50,698","13,634","6,749","4,901",.,"25,284",9.938,6.915,5.022,.,
2014,5027,Delmarva Power,MD,PJM,"30,122","49,325",.,.,"79,447",4.4,8.6,.,.,13.0,"1,76,347","6,77,098",.,.,"8,53,445",4.4,8.6,.,.,13.0,"3,855","30,569",.,.,"34,424","3,389","3,478",.,.,"6,867","3,885","30,569",.,.,"34,454","3,389","3,478",.,.,"6,867",5.900,13.700,.,.,
2014,5056,City of Denison - (IA),IA,WAUE,61,49,146,.,256,0.0,0.0,0.0,.,0.0,826,588,"1,764",.,"3,178",0.0,0.0,0.0,.,0.0,7,2,7,.,16,7,2,6,.,15,7,2,7,.,16,7,2,6,.,14,13.600,12.000,12.000,.,
2014,5063,City of Denton - (TX),TX,ERCO,685,0,.,.,685,0.3,0.0,.,.,0.3,"10,670",0,.,.,"10,670",0.3,0.0,.,.,0.3,350,0,.,.,350,45,0,.,.,45,350,.,.,.,350,45,.,.,.,45,15.600,.,.,.,
2014,5070,Delaware Electric Cooperative,DE,PJM,756,"2,233",.,.,"2,989",.,.,.,.,.,"7,705","22,330",.,.,"30,035",.,.,.,.,.,228,179,.,.,407,.,.,.,.,.,228,179,.,.,407,.,.,.,.,.,10.090,10.000,0.000,0.000,
2014,5078,"Denton County Elec Coop, Inc",TX,ERCO,"3,571","2,591",.,.,"6,162",0.9,0.7,.,.,1.6,"2,11,261","1,29,528",.,.,"3,40,789",0.9,0.7,.,.,1.6,363,239,.,.,602,.,.,.,.,.,"2,966","2,391",.,.,"5,357",.,.,.,.,.,7.460,5.000,.,.,
2014,5109,DTE Electric Company,MI,MISO,"3,31,892","3,49,747",.,.,"6,81,639",37.7,58.6,.,.,96.3,"88,13,485","83,47,441",.,.,"1,71,60,926",38.6,51.7,.,.,90.3,.,.,.,.,0,"43,689","41,086",.,.,"84,775",.,.,.,.,0,"1,85,052","1,61,868",.,.,"3,46,920",9.740,7.380,.,.,
2014,5111,City of Detroit Lakes - (MN),MN,MISO,165,152,457,.,774,0.0,0.0,0.1,.,0.1,"2,191","1,796","5,388",.,"9,375",0.5,0.3,1.0,.,1.8,15,10,28,.,53,15,11,34,.,60,15,10,28,.,53,15,11,34,.,60,13.300,11.800,11.800,.,www.brightenergysolutions.com 
2014,5175,Dixie Electric Power Assn,MS,MISO,8,.,.,.,8,.,.,.,.,.,38,.,.,.,38,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,5.000,.,.,.,
2014,5202,Dixie Electric Membership Corp,LA,MISO,.,.,.,.,.,76.2,.,.,.,76.2,.,.,.,.,.,76.2,.,.,.,76.2,915,.,.,.,915,15,.,.,.,15,915,.,.,.,915,15,.,.,.,15,30.000,.,.,.,
2014,5204,Dixie Electric Coop,AL,AEC,27,2,.,.,29,.,.,.,.,.,112,6,.,.,118,.,.,.,.,.,.,.,.,.,.,3,1,.,.,4,.,.,.,.,.,3,1,.,.,4,4.000,4.000,.,.,
2014,5327,Douglas Electric Coop - (OR),OR,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,WWW.dec.coop
2014,5336,City of Dover - (OH),OH,PJM,143,202,"1,935",.,"2,280",0.0,0.1,0.2,.,0.3,"1,123","1,880","28,608",.,"31,611",0.0,0.0,0.2,.,0.2,14,13,63,.,90,102,34,182,.,318,14,13,63,.,90,102,34,182,.,318,7.840,9.290,14.780,.,
2014,5416,"Duke Energy Carolinas, LLC",NC,DUK,"2,63,591","1,62,895",.,.,"4,26,486",338.9,291.5,.,.,630.4,"11,79,807","16,24,871",.,.,"28,04,678",338.9,291.5,.,.,630.4,"17,026","19,894",.,.,"36,920","19,350","3,379",.,.,"22,729","17,026","19,894",.,.,"36,920","19,350","3,379",.,.,"22,730",4.480,9.970,.,.,
2014,5416,"Duke Energy Carolinas, LLC",SC,DUK,"97,492","60,249",.,.,"1,57,741",125.3,107.8,.,.,233.1,"4,36,367","6,00,980",.,.,"10,37,347",175.7,186.0,.,.,361.7,"6,297","7,358",.,.,"13,655","7,157","1,250",.,.,"8,407","6,297","7,358",.,.,"13,655","7,157","1,250",.,.,"8,407",4.480,9.970,.,.,
2014,5417,Dunn County Electric Coop,WI,MISO,"1,021",19,0,0,"1,040",0.1,0.0,0.0,0.0,0.1,"14,409",267,.,0,"14,676",1.2,0.1,.,0.0,1.3,87,5,0,0,92,96,5,0,0,101,87,5,.,0,92,96,5,0,0,101,14.106,14.222,0.000,0.000,www.dunnenergy.com
2014,5487,Duquesne Light Co,PA,PJM,"54,305","30,584","10,832",.,"95,721",3.9,13.8,1.5,.,19.2,"3,32,227","2,06,829","1,12,423",.,"6,51,479",3.9,13.8,1.5,.,19.2,"1,894","3,693","1,300",.,"6,887","4,256","4,130","3,897",.,"12,283","1,894","3,693","1,300",.,"6,887","4,256","4,130","3,897",.,"12,283",7.000,7.000,15.000,0.000,www.wattchoices.com
2014,5551,City of Eagle River - (WI),WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,5552,"East River Elec Pwr Coop, Inc",SD,MISO,0,0,0,0,0,35.0,7.5,28.5,0.0,71.0,.,.,.,.,.,35.0,7.5,28.5,.,71.0,441,.,.,.,441,"1,037",207,52,.,"1,296",441,.,.,.,441,"1,037",207,52,.,"1,296",1.000,1.000,1.000,.,
2014,5575,City of East Grand Forks - (MN),MN,MISO,158,893,"3,821",.,"4,872",0.0,0.1,0.6,.,0.7,"2,046","13,003","60,703",.,"75,752",0.0,0.1,0.6,.,0.7,59,98,100,.,257,13,17,18,.,48,59,98,100,.,257,13,17,18,.,48,16.000,15.000,16.000,.,
2014,5580,"East Kentucky Power Coop, Inc",KY,PJM,"8,022","3,997",122,.,"12,141",2.5,0.8,0.0,.,3.3,"1,19,770","39,970",851,.,"1,60,591",2.5,0.8,0.0,.,3.3,992,245,1,.,"1,238","1,848",299,5,.,"2,152",992,245,1,.,"1,238","1,848",299,5,.,"2,152",14.930,10.000,7.000,.,
2014,5585,Eastern Illinois Elec Coop,IL,MISO,708,.,.,.,708,.,.,.,.,.,"10,620",.,.,.,"10,620",.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,.,.,.,.,50,.,.,.,50,15.000,.,.,.,
2014,5598,East Central Oklahoma Elec Coop Inc,OK,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Reported by Associated Electric Cooperative, Inc."
2014,5605,Eastern Iowa Light & Power Coop,IA,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Demand side management data is reported in aggregate form by Central Iowa Power Cooperative who provides all generation and transmission services for Eastern Iowa Light & Power Cooperative.
2014,5632,Eau Claire Electric Coop,WI,MISO,679,314,286,0,"1,279",0.1,0.0,0.0,0.0,0.1,"9,958","4,375","3,548",0,"17,881",1.5,0.1,0.1,0.0,1.7,104,6,10,0,120,22,1,0,0,23,104,6,10,0,120,22,1,0,0,23,14.666,13.933,12.406,0.000,
2014,5701,El Paso Electric Co,NM,EPE,"12,166","12,333",0,0,"24,499",3.9,2.2,0.0,0.0,6.1,"1,30,905","1,43,188",0,0,"2,74,093",3.9,2.2,0.0,0.0,6.1,"1,886","2,224",0,0,"4,110",523,328,0,0,851,"1,886","2,224",0,0,"4,110",523,328,0,0,851,10.760,11.610,0.000,0.000,www.epelectric.com
2014,5701,El Paso Electric Co,TX,EPE,"4,922","17,965",0,0,"22,887",1.8,3.5,0.0,0.0,5.3,"74,962","2,25,993",0,0,"3,00,955",1.8,3.5,0.0,0.0,5.3,"1,542","1,953",0,0,"3,495",71,132,0,0,203,"1,542","1,953",0,0,"3,495",71,132,0,0,203,15.230,12.580,0.000,0.000,www.epelectric.com
2014,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,139,172,679,.,990,4.2,1.9,2.3,.,8.4,"2,624",855,"6,274",.,"9,753",4.2,1.9,2.3,.,8.4,19,10,50,.,79,1,1,1,.,3,19,10,50,.,79,1,1,1,.,3,18.860,4.960,9.230,.,
2014,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,683,369,.,.,"1,052",0.1,.,.,.,0.1,"13,078","3,881",.,.,"16,959",1.5,0.4,.,.,1.9,271,92,.,.,363,271,92,.,.,363,271,92,.,.,363,271,92,.,.,363,19.140,10.520,.,.,
2014,5860,Empire District Electric Co,AR,SWPP,92,55,0,0,147,23.0,16.0,0.0,0.0,39.0,"1,102",721,0,0,"1,823",0.3,0.2,0.0,0.0,0.5,72,17,0,0,89,16,4,0,0,20,72,17,0,0,89,16,4,.,.,20,13.000,13.000,0.000,0.000,www.apscservices.info
2014,5860,Empire District Electric Co,MO,SWPP,"1,038","2,254",966,0,"4,258",0.5,0.4,0.1,.,1.0,"15,091","31,556","13,524",0,"60,171",9.0,7.0,3.0,0.0,19.0,509,333,143,0,985,66,78,34,0,178,509,333,143,0,985,66,78,34,0,178,15.000,15.000,15.000,.,Not filed publically.
2014,5929,"Fairfield Electric Coop, Inc",SC,SC,22,.,.,.,22,0.0,.,.,.,0.0,434,.,.,.,434,0.0,.,.,.,0.0,0,.,.,.,0,18,.,.,.,18,0,.,.,.,0,18,.,.,.,18,20.000,.,.,.,
2014,5930,Village of Fairport - (NY),NY,NYIS,950,237,.,.,"1,187",1.7,0.4,.,.,2.1,"10,068","88,200",.,.,"98,268",1.7,0.6,.,.,2.3,313,155,.,.,468,33,1,.,.,34,597,344,178,.,"1,119",66,12,11,.,89,11.000,2.500,.,.,
2014,5935,Borough of Ephrata - (PA),PA,PJM,0,0,.,.,0,.,.,.,.,.,0,0,.,.,0,.,.,.,.,.,0,0,.,.,0,.,.,.,.,.,0,0,.,.,0,.,.,.,.,.,.,.,.,.,
2014,5997,Town of Estes Park,CO,PSCO,0,"1,212",0,0,"1,212",0.0,0.2,0.0,0.0,0.2,0,"12,597",0,0,"12,597",0.0,0.2,.,0.0,0.2,3,335,.,.,338,4,9,.,.,13,3,335,.,.,338,4,9,.,.,13,.,10.400,.,.,
2014,6022,City of Eugene - (OR),OR,BPAT,"3,413","1,764","2,765",.,"7,942",0.8,0.8,0.2,.,1.8,"74,564","29,002","41,468",.,"1,45,034",0.8,0.8,0.2,.,1.8,550,483,483,.,"1,516",835,269,85,.,"1,189",550,483,483,.,"1,516",835,269,85,.,"1,189",21.850,16.440,15.000,.,http://www.eweb.org/saveenergy
2014,6043,City of Evansville,WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,6151,Fairmont Public Utilities Comm,MN,MISO,219,723,723,0,"1,665",0.1,0.1,0.2,0.0,0.4,"2,172","10,981","10,981",.,"24,134",0.1,0.1,0.2,0.0,0.4,54,86,87,.,227,27,29,29,.,85,54,86,87,.,227,27,29,29,.,85,9.900,15.200,15.200,0.000,
2014,6168,Farmers Electric Coop - (IA),IA,MISO,7,.,.,.,7,.,.,.,.,.,76,.,.,.,76,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,10.000,.,.,.,
2014,6181,"Farmers Electric Coop, Inc - (MO)",MO,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,6183,"Fayette Electric Coop, Inc",TX,ERCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,161,.,.,.,161,0.5,.,.,.,0.5,"3,220",.,.,.,"3,220",0.5,.,.,.,0.5,53,.,.,.,53,14,.,.,.,14,53,.,.,.,53,14,.,.,.,14,20.600,.,.,.,
2014,6335,"Firelands Electric Coop, Inc",OH,PJM,387,.,.,.,387,.,.,.,.,.,"7,596",.,.,.,"7,596",.,.,.,.,.,15,.,.,.,15,.,.,.,.,.,15,.,.,.,15,.,.,.,.,.,19.600,.,.,.,
2014,6374,Fitchburg Gas & Elec Light Co,MA,ISNE,"3,667","2,879","3,119",.,"9,665",0.3,0.5,0.2,.,1.0,"29,486","33,246","42,313",.,"1,05,045",0.3,0.5,0.2,.,1.0,"1,265",832,653,.,"2,750","1,176",459,183,.,"1,818","1,265",832,653,.,"2,750","1,176",459,183,.,"1,818",8.000,12.000,14.000,.,
2014,6390,City of Flandreau,SD,MISO,4,62,2,.,68,0.0,0.0,0.0,.,0.0,56,721,22,.,799,0.0,0.0,0.0,.,0.0,1,8,0,.,9,1,7,0,.,8,1,8,0,.,9,1,7,0,.,9,14.200,11.600,11.600,.,Ind costs are below 1 thousand dollars.
2014,6395,Flathead Electric Coop Inc,MT,BPAT,"3,707","3,821","3,695",.,"11,223",.,.,.,.,.,"75,422","44,748","46,388",.,"1,66,558",.,.,.,.,.,570,581,854,.,"2,005",.,.,.,.,.,570,581,854,.,"2,005",.,.,.,.,.,20.000,12.000,12.000,.,
2014,6424,Florence Utility Comm,WI,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2014,6442,Fleming-Mason Energy Coop Inc,KY,EEI,204,11,.,.,215,.,.,.,.,.,783,11,.,.,794,.,.,.,.,.,19,1,.,.,20,2,.,.,.,2,19,1,.,.,20,2,.,.,.,2,10.000,10.000,.,.,
2014,6452,Florida Power & Light Co,FL,FPL,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,6455,"Duke Energy Florida, Inc",FL,FPC,"40,253","53,724",0,0,"93,977",32.3,8.2,0.0,0.0,40.5,"4,61,207","4,86,352",0,0,"9,47,559",32.3,8.2,0.0,0.0,40.5,"10,748","4,556",0,0,"15,304","9,331","5,844",0,0,"15,175","10,748","4,556",0,0,"15,304","9,331","5,844",0,0,"15,175",11.500,9.100,0.000,0.000,"Notes: Commercial- For purposes of impact achievement tracking, Duke Energy does not differentiate between Commercial and Industrial.  Therefore, all non-residential programs are noted in the Commercial category. Regarding lines 5 & 6- 2014 program costs are not shown; Duke Energy does not differentiate between start up costs. Regarding lines 7 & 8- Duke does not maintain projected costs for the life of a program. Calculated by takign the incremental costs divided by the sum of the average measure life for the measures of the program."
