Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2017,3764,Clearwater-Polk Elec Coop Inc,MN,MISO,346,153,.,.,500,.,.,.,.,.,"5,001","2,084",.,.,"7,085",.,.,.,.,.,34,10,.,.,44,14,3,.,.,17,34,10,.,.,44,14,3,.,.,17,14.450,13.590,.,.,
2017,3828,Cloverland Electric Co-op,MI,MISO,"2,537","2,077",0,0,"4,614",0.0,0.0,0.0,0.0,0.0,"30,448","24,919",0,0,"55,367",0.0,0.0,0.0,0.0,0.0,434,148,0,0,582,294,406,0,0,700,434,148,0,0,582,294,406,0,0,700,12.000,12.000,0.000,0.000,
2017,3841,Coast Electric Power Assn,MS,SOCO,"5,503",28,0,0,"5,531",0.9,0.0,0.0,0.0,0.9,"44,243",423,0,0,"44,666",0.9,0.0,0.0,0.0,0.9,264,1,0,0,265,683,4,0,0,686,264,1,0,0,265,683,4,0,0,686,15.430,15.000,0.000,0.000,
2017,3915,Coldwater Board of Public Util,MI,MISO,79,725,"1,607",.,"2,411",.,.,.,.,.,553,"7,248","16,070",.,"23,871",.,.,.,.,.,28,83,119,.,230,14,44,64,.,122,28,83,119,.,230,14,44,64,.,122,7.000,10.000,10.000,.,www.coldwater.org
2017,3940,City of College Station - (TX),TX,ERCO,"1,048",810,.,.,"1,858",0.9,0.2,.,.,1.1,"13,623","10,535",.,.,"24,158",0.9,0.2,.,.,1.1,275,22,.,.,297,77,11,.,.,88,275,22,.,.,297,77,11,.,.,88,13.000,13.000,.,.,
2017,3989,City of Colorado Springs - (CO),CO,WACM,"30,892","20,000",0,0,"50,892",4.0,2.9,0.0,0.0,6.9,"2,87,882","2,01,226",0,0,"4,89,108",4.0,2.9,0.0,0.0,6.9,"1,815","2,519",0,0,"4,334",822,475,0,0,"1,297","1,815","2,519",0,0,"4,334",822,475,0,0,"1,297",9.319,10.062,0.000,0.000,
2017,4003,City of Colton - (CA),CA,CISO,237,284,676,0,"1,197",0.0,0.0,0.0,0.0,0.0,"2,409","2,847","6,617",0,"11,873",0.0,0.0,0.0,0.0,0.0,110,105,157,0,372,126,314,58,0,498,150,190,185,0,525,"1,467","1,090",864,0,"3,422",12.000,10.000,16.000,0.000,www.coltononline.com
2017,4005,"Columbia Basin Elec Cooperative, Inc",OR,BPAT,24,34,0,0,59,0.0,0.0,0.0,0.0,0.0,443,"1,024",0,0,"1,467",0.0,0.0,0.0,0.0,0.0,5,12,0,0,17,1,2,0,0,3,5,12,0,0,17,1,2,0,0,3,0.675,1.560,0.000,0.000,
2017,4008,Columbia Power Coop Assn Inc,OR,BPAT,10,.,61,.,71,.,.,.,.,.,100,.,613,.,713,.,.,.,.,.,2,.,30,.,32,.,.,.,.,.,2,.,30,.,32,.,.,.,.,.,10.000,.,10.000,.,
2017,4045,City of Columbia - (MO),MO,MISO,"1,280","3,216",.,.,"4,496",1.2,0.7,.,.,1.9,"12,800","32,160",.,.,"44,960",1.2,0.7,.,.,1.9,597,187,.,.,784,"1,641",184,.,.,"1,826",597,187,.,.,784,"1,641",184,.,.,"1,826",10.000,10.000,.,.,
2017,4110,Commonwealth Edison Co,IL,PJM,"14,56,435","14,09,138",.,.,"28,65,573",132.0,182.0,.,.,314.0,"1,03,84,381","1,81,49,697",.,.,"2,85,34,078",132.0,182.0,.,.,314.0,"80,567","1,39,193",.,.,"2,19,760","56,002","73,445",.,.,"1,29,447","80,567","1,39,193",.,.,"2,19,760","56,002","73,445",.,.,"1,29,447",7.130,12.880,.,.,http://www.ilsag.info/evaluation-documents.html
2017,4147,Town of Concord - (MA),MA,ISNE,319,515,.,.,834,0.0,0.1,.,.,0.1,"2,779","6,577",.,.,"9,356",0.0,0.1,.,.,0.1,96,97,.,.,193,10,50,.,.,60,96,97,.,.,193,10,50,.,.,60,8.710,12.770,.,.,
2017,4176,Connecticut Light & Power Co,CT,ISNE,"1,79,689","1,42,753","42,788",.,"3,65,230",24.4,22.2,6.7,.,53.3,"15,81,848","17,02,091","5,10,175",.,"37,94,113",24.4,22.2,6.7,.,53.3,"45,979","32,728","9,776",.,"88,483","11,070","10,138","5,169",.,"26,377","45,979","32,728","9,776",.,"88,483","11,070","10,138","5,169",.,"26,377",8.800,11.920,11.920,.,http://www.ctenergydashboard.com
2017,4226,Consolidated Edison Co-NY Inc,NY,NYIS,"1,34,108","2,77,501",.,.,"4,11,609",16.9,62.8,.,.,79.7,"17,43,403","27,75,011",.,.,"45,18,414",16.9,62.8,.,.,79.7,"20,256","61,923",.,.,"82,179","13,195","17,548",.,.,"30,743","23,082","64,756",.,.,"87,838","14,987","19,727",.,.,"34,714",13.000,10.000,.,.,
2017,4254,Consumers Energy Co,MI,MISO,"1,78,696","2,52,196","84,065",0,"5,14,957",17.0,37.0,12.0,0.0,66.0,"18,40,354","36,61,884","12,20,628",0,"67,22,866",17.0,37.0,12.0,0.0,66.0,"14,944","31,816","10,605",0,"57,365","21,934","25,638","8,546",0,"56,118","14,944","31,816","10,605",0,"57,365","21,934","25,638","8,546",0,"56,118",10.000,15.000,15.000,0.000,
2017,4363,Corn Belt Power Coop,IA,SWPP,"4,124",.,"29,039",.,"33,163",0.5,.,6.4,.,6.9,"55,674",.,"3,00,554",.,"3,56,228",0.5,.,6.4,.,6.9,520,.,545,.,"1,065",20,.,144,.,164,520,.,545,.,"1,065",20,.,144,.,164,13.500,.,10.350,.,
2017,4401,"Cotton Electric Coop, Inc",OK,SWPP,211,.,.,.,211,2.0,.,.,.,2.0,"1,054",.,.,.,"1,054",2.0,.,.,.,2.0,76,.,.,.,76,11,.,.,.,11,76,.,.,.,76,11,.,.,.,11,10.000,.,.,.,
2017,4432,Coweta-Fayette El Member Corp,GA,SOCO,"1,490",114,0,0,"1,604",1.7,1.0,0.0,0.0,2.7,"14,896","1,141",0,0,"16,037",1.7,1.0,0.0,0.0,2.7,91,17,0,0,107,157,30,0,0,187,91,17,0,0,107,157,30,0,0,187,10.000,10.000,.,.,
2017,4442,PUD No 1 of Cowlitz County,WA,BPAT,"1,019","3,705","15,993",0,"20,717",0.2,0.6,1.8,0.0,2.5,"17,833","45,201","76,766",0,"1,39,800",0.2,0.6,1.8,0.0,2.5,370,594,"3,613",0,"4,577",202,159,168,0,529,370,594,"3,613",0,"4,577",202,159,168,0,529,17.500,12.200,4.800,0.000,
2017,4683,City of Cuyahoga Falls - (OH),OH,PJM,0,169,"1,193",0,"1,362",0.0,0.0,0.2,0.0,0.2,0,"2,309","9,980",0,"12,289",0.0,0.0,0.2,0.0,0.2,0,9,74,0,83,0,0,0,0,0,0,9,74,0,83,0,0,0,0,0,.,13.670,8.370,.,
2017,4704,"DS&O Electric Cooperative, Inc.",KS,SWPP,0,0,0,.,0,1.2,0.3,.,.,1.5,1,0,0,.,2,1.2,0.3,.,.,1.5,0,4,0,.,4,25,8,.,.,33,0,4,.,.,4,25,8,.,.,33,1.000,1.000,.,.,
2017,4794,City of Danville - (VA),VA,PJM,238,"1,665","1,803",.,"3,706",0.0,0.0,0.0,.,0.0,"3,446","33,295","36,070",.,"72,811",0.0,0.0,0.0,.,0.0,55,58,63,.,176,226,1,2,.,229,55,58,63,.,176,226,1,2,.,229,10.000,10.000,5.000,.,
2017,4911,Dawson Power District,NE,SWPP,779,"1,327",140,0,"2,246",0.2,0.2,0.0,0.0,0.5,"14,820","14,864","1,420",0,"31,104",0.2,0.2,0.0,0.0,0.5,105,83,19,0,207,9,18,7,0,34,105,83,19,0,207,9,18,7,0,34,19.030,11.200,10.170,0.000,
2017,4922,Dayton Power & Light Co,OH,PJM,"65,759","76,113","58,887",0,"2,00,759",9.2,13.6,7.7,0.0,30.6,"3,70,616","6,79,221","5,25,499",0,"15,75,336",7.7,11.9,6.8,0.0,26.4,"4,501","4,886","3,781",0,"13,168","3,653","1,525","1,180",0,"6,358","4,501","4,886","3,781",0,"13,168","3,653","1,525","1,180",0,"6,358",6.030,10.240,10.240,0.000,
2017,5027,Delmarva Power,MD,PJM,"22,633","39,386",0,0,"62,019",4.1,5.8,.,.,9.9,"1,79,740","7,14,176",0,0,"8,93,916",4.1,5.8,0.0,0.0,9.9,"2,035","6,672",0,0,"8,707","3,479","4,280",0,0,"7,759","2,035","6,672",0,0,"8,707","3,479","4,280",0,0,"7,759",7.900,18.100,0.000,0.000,
2017,5056,City of Denison - (IA),IA,SWPP,231,364,"1,197",.,"1,792",0.1,0.0,0.1,.,0.2,"3,015","4,589","14,400",.,"22,005",0.1,0.0,0.1,.,0.2,23,10,34,.,67,9,9,20,.,38,23,10,34,.,67,9,9,20,.,38,13.070,12.610,12.030,.,
2017,5063,City of Denton - (TX),TX,ERCO,510,.,.,.,510,0.3,.,.,.,0.3,"9,166",.,.,.,"9,166",0.3,.,.,.,0.3,185,.,.,.,185,40,.,.,.,40,185,.,.,.,185,40,.,.,.,40,15.000,.,.,.,
2017,5070,Delaware Electric Cooperative,DE,PJM,325,912,.,.,"1,237",0.1,0.1,.,.,0.1,"5,860","8,287",.,.,"14,147",0.0,0.0,.,.,0.0,113,246,.,.,359,11,25,.,.,36,113,246,.,.,359,11,25,.,.,36,18.670,12.500,.,.,
2017,5078,"Denton County Elec Coop, Inc",TX,ERCO,"1,586","1,512",.,.,"3,098",0.8,0.6,.,.,1.3,"28,091","19,659",.,.,"47,750",0.8,0.6,.,.,1.3,400,200,.,.,600,.,.,.,.,.,400,200,.,.,600,.,.,.,.,.,18.000,13.000,.,.,
2017,5109,DTE Electric Company,MI,MISO,"3,98,332","3,63,025",0,0,"7,61,357",39.5,46.9,0.0,0.0,86.4,"1,65,19,760","2,25,07,266",0,0,"3,90,27,026",35.5,49.3,0.0,0.0,84.8,0,0,0,0,0,"53,980","39,253",0,0,"93,233",0,0,0,0,0,"3,35,928","2,80,049",0,0,"6,15,977",12.670,13.950,0.000,0.000,
2017,5111,City of Detroit Lakes - (MN),MN,MISO,187,549,"1,065",.,"1,801",0.0,0.1,0.2,.,0.4,"2,946","6,697","12,999",.,"22,642",0.0,0.1,0.2,.,0.4,21,26,51,.,99,13,28,56,.,97,21,26,51,.,99,13,28,56,.,97,15.800,12.200,12.200,.,
2017,5175,Dixie Electric Power Assn,MS,MISO,"1,144",.,.,.,"1,144",0.2,.,.,.,0.2,"3,471",.,.,.,"3,471",0.2,.,.,.,0.2,9,.,.,.,9,238,.,.,.,238,9,.,.,.,9,238,.,.,.,238,3.040,.,.,.,
2017,5204,Dixie Electric Coop,AL,AEC,170,.,.,.,170,.,.,.,.,.,"17,039",.,.,.,"17,039",.,.,.,.,.,15,.,.,.,15,.,.,.,.,.,15,.,.,.,15,.,.,.,.,.,10.000,.,.,.,
2017,5327,Douglas Electric Coop - (OR),OR,BPAT,563,238,.,.,801,2.0,.,.,.,2.0,"9,827","2,857",.,.,"12,684",3.0,.,.,.,3.0,174,56,.,.,230,27,12,.,.,39,174,56,.,.,230,27,12,.,.,39,13.000,4.000,.,.,www.dec.coop
2017,5336,City of Dover - (OH),OH,PJM,205,336,470,.,"1,011",0.0,0.0,0.1,.,0.1,923,"5,033","7,043",.,"12,999",0.0,0.0,0.1,.,0.1,10,11,14,.,35,83,46,42,.,171,10,11,14,.,35,83,46,42,.,171,5.000,15.000,15.000,.,tcoyle@efficiencysmart.org
2017,5416,"Duke Energy Carolinas, LLC",NC,DUK,"4,17,142","3,69,003",.,.,"7,86,145",87.1,57.8,.,.,144.9,"24,35,405","44,29,760",.,.,"68,65,165",87.1,57.8,.,.,144.9,"26,383","62,693",.,.,"89,076","21,291","10,279",.,.,"31,570","26,383","62,693",.,.,"89,076","21,291","10,279",.,.,"31,570",5.838,12.005,.,.,
2017,5416,"Duke Energy Carolinas, LLC",SC,DUK,"1,54,286","1,36,481",.,.,"2,90,766",32.2,21.4,.,.,53.6,"9,00,766","16,38,404",.,.,"25,39,171",32.2,21.4,.,.,53.6,"9,758","23,188",.,.,"32,946","7,875","3,802",.,.,"11,676","9,758","23,188",.,.,"32,946","7,875","3,802",.,.,"11,676",5.838,12.005,.,.,
2017,5417,Dunn County Electric Coop,WI,MISO,"1,934",8,.,.,"1,942",0.1,.,.,.,0.1,"26,661",114,.,.,"26,775",0.1,.,.,.,0.1,70,.,.,.,70,114,2,.,.,116,70,.,.,.,70,114,2,.,.,116,13.785,14.222,.,.,
2017,5487,Duquesne Light Co,PA,PJM,"45,929","33,500","7,636",.,"87,065",5.3,4.5,1.0,.,10.8,"4,45,621","2,99,614","1,70,405",.,"9,15,640",0.0,0.1,0.0,.,0.2,"1,974","1,631",944,.,"4,549","4,786","5,671","2,098",.,"12,555","1,974","1,631",944,.,"4,549","4,786","5,671","2,098",.,"12,555",6.990,7.000,15.000,0.000,
2017,5552,"East River Elec Pwr Coop, Inc",SD,SWPP,0,0,0,0,0,37.6,19.1,17.8,0.0,74.5,0,0,0,0,0,37.6,19.1,17.8,0.0,74.5,531,557,0,0,"1,088",543,135,34,0,712,531,557,0,0,"1,088",543,135,34,0,712,.,.,.,.,
2017,5575,City of East Grand Forks - (MN),MN,MISO,182,357,"2,283",.,"2,822",0.0,0.1,0.4,.,0.5,"3,070","4,535","36,383",.,"43,988",0.0,0.1,0.4,.,0.5,71,33,66,.,170,15,8,15,.,38,71,33,66,.,170,15,8,15,.,38,15.000,12.000,16.000,.,
2017,5580,"East Kentucky Power Coop, Inc",KY,PJM,"18,109","20,740",364,0,"39,213",2.3,3.2,0.1,0.0,5.6,"2,98,414","2,07,403","2,548",0,"5,08,365",2.3,3.2,0.1,0.0,5.6,"3,795",689,4,0,"4,488","2,928","1,030",14,0,"3,972","3,795",689,4,0,"4,488","2,928","1,030",14,0,"3,972",16.500,10.000,7.000,0.000,
2017,5585,Eastern Illinois Elec Coop,IL,MISO,588,.,.,.,588,.,.,.,.,.,"8,820",.,.,.,"8,820",.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,.,.,.,.,50,.,.,.,50,15.000,.,.,.,
2017,5632,Eau Claire Electric Coop,WI,MISO,749,"1,743",21,0,"2,513",0.1,0.2,0.0,0.0,0.3,"11,260","24,480",304,0,"36,044",0.1,0.2,0.0,0.0,0.3,103,45,0,0,148,21,1,0,0,22,103,45,0,0,148,21,1,0,0,22,15.028,14.048,14.222,.,
2017,5701,El Paso Electric Co,NM,EPE,"8,938","7,454",0,0,"16,392",3.2,0.8,0.0,0.0,4.0,"1,24,862","1,04,356",0,0,"2,29,218",3.2,0.8,0.0,0.0,4.0,"1,795","1,147",0,0,"2,942",457,823,0,0,"1,281","1,795","1,147",0,0,"2,942",457,823,0,0,"1,281",13.970,14.000,0.000,0.000,
2017,5701,El Paso Electric Co,TX,EPE,"3,709","19,597",0,0,"23,306",1.7,3.7,0.0,0.0,5.4,"55,853","2,91,209",0,0,"3,47,062",1.7,3.7,0.0,0.0,5.4,"1,140","2,202",0,0,"3,343",54,288,0,0,342,"1,140","2,202",0,0,"3,343",54,288,0,0,342,15.060,14.860,0.000,0.000,
2017,5729,Electrical Dist No8 Maricopa,AZ,AZPS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,34,.,.,.,.,.,.,.,34,.,34,.,.,.,.,
2017,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,139,414,.,.,552,0.0,0.1,.,.,0.1,"2,567","4,549",.,.,"7,116",0.0,0.1,.,.,0.1,20,20,.,.,40,5,11,.,.,16,20,20,.,.,40,5,11,.,.,16,18.500,11.000,.,.,www.erppd.com
2017,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,128,300,.,.,428,0.0,0.0,.,.,0.0,"3,101","3,681",.,.,"6,782",0.0,0.0,.,.,0.0,26,29,.,.,55,.,.,.,.,.,26,29,.,.,55,.,.,.,.,.,24.300,12.260,.,.,
2017,5860,Empire District Electric Co,AR,SWPP,108,54,.,.,162,0.0,0.0,0.0,.,0.0,"1,198",762,0,.,"1,960",.,.,.,.,.,76,7,.,.,83,7,5,.,.,12,76,7,.,.,83,7,5,.,.,12,13.000,13.000,.,.,www.apscservices.info
2017,5860,Empire District Electric Co,MO,SWPP,808,"3,033","1,300",.,"5,141",0.7,0.5,0.2,.,1.4,"10,557","39,645","16,991",.,"67,193",0.7,0.5,0.2,.,1.4,488,299,128,.,915,1,87,37,.,125,488,299,128,.,915,1,87,37,.,125,13.000,13.000,13.000,.,
2017,5862,"Empire Electric Assn, Inc",CO,WACM,160,"1,216",.,.,"1,376",0.1,0.1,.,.,0.3,"1,424","7,296",.,.,"8,721",0.1,0.1,.,.,0.3,56,27,.,.,83,16,7,.,.,23,56,27,.,.,83,16,7,.,.,23,9.160,6.000,.,.,
2017,5905,Excelsior Electric Member Corp,GA,SOCO,61,.,.,.,61,0.1,.,.,.,0.1,606,.,.,.,606,0.1,.,.,.,0.1,2,.,.,.,2,0,.,.,.,0,0,.,.,.,0,22,.,.,.,22,10.000,.,.,.,
2017,5929,"Fairfield Electric Coop, Inc",SC,SC,0,.,.,.,0,0.3,.,.,.,0.3,0,.,.,.,0,0.3,.,.,.,0.3,.,.,.,.,.,63,.,.,.,63,.,.,.,.,.,63,.,.,.,63,0.000,0.000,0.000,0.000,
2017,5930,Village of Fairport - (NY),NY,NYIS,586,146,0,0,732,1.1,0.3,0.0,0.0,1.3,"5,860","1,752",0,0,"7,612",1.1,0.3,0.0,0.0,1.4,97,30,0,0,127,15,5,0,0,19,98,33,0,0,131,15,5,0,0,20,10.000,12.000,0.000,0.000,http://ieepny.com/
2017,5997,Town of Estes Park,CO,PSCO,32,427,0,0,459,0.0,0.1,0.0,0.0,0.1,458,"4,807",0,0,"5,265",0.0,0.1,0.0,0.0,0.1,12,174,0,0,186,12,27,0,0,39,12,174,0,0,186,12,27,0,0,39,14.313,11.257,0.000,0.000,WWW.PRPA.ORG
2017,6022,City of Eugene - (OR),OR,BPAT,"4,131","3,618","1,005",0,"8,754",1.3,0.7,0.1,0.0,2.1,"73,203","54,272","13,128",0,"1,40,603",1.3,0.7,0.1,0.0,2.1,"1,497",370,125,0,"1,992",397,313,9,0,719,"1,497",370,125,0,"1,992",397,313,9,0,719,17.720,15.000,13.060,0.000,
2017,6151,Fairmont Public Utilities Comm,MN,MISO,489,925,925,0,"2,339",0.1,0.1,0.1,0.0,0.2,"4,159","16,461","16,461",0,"37,081",0.1,0.1,0.1,0.0,0.2,94,99,99,0,293,38,25,25,0,88,94,99,99,0,293,38,25,25,0,88,8.500,17.800,17.800,0.000,
2017,6168,Farmers Electric Coop - (IA),IA,MISO,10,.,.,.,10,.,.,.,.,.,105,.,.,.,105,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,10.000,.,.,.,
2017,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,109,.,.,.,109,0.3,.,.,.,0.3,109,.,.,.,109,0.3,.,.,.,0.3,25,.,.,.,25,11,.,.,.,11,25,.,.,.,25,11,.,.,.,11,1.000,.,.,.,
2017,6335,"Firelands Electric Coop, Inc",OH,PJM,450,.,.,.,450,.,.,.,.,.,"7,184",.,.,.,"7,184",.,.,.,.,.,51,.,.,.,51,.,.,.,.,.,51,.,.,.,51,.,.,.,.,.,16.000,.,.,.,
2017,6374,Fitchburg Gas and Electric Light Company,MA,ISNE,"3,483","2,853","1,282",0,"7,617",0.4,0.4,0.2,0.0,1.0,"21,112","37,079","16,659",0,"74,849",0.4,0.4,0.2,0.0,1.0,"1,361",638,287,0,"2,286","2,522",531,238,0,"3,291","1,361",638,287,0,"2,286","2,522",531,238,0,"3,291",6.060,13.000,13.000,.,
2017,6390,City of Flandreau,SD,MISO,6,57,2,.,65,0.0,0.0,0.0,.,0.0,89,683,21,.,792,0.0,0.0,0.0,.,0.0,1,4,0,.,6,0,1,0,.,2,1,4,0,.,6,0,1,0,.,2,14.500,11.900,11.900,.,
2017,6395,Flathead Electric Coop Inc,MT,BPAT,"1,775","7,774",890,.,"10,439",.,.,.,.,.,"34,020","93,327","8,130",.,"1,35,477",.,.,.,.,.,470,"1,247",177,.,"1,894",.,.,.,.,.,470,"1,247",177,.,"1,894",.,.,.,.,.,20.000,12.000,12.000,.,
2017,6452,Florida Power & Light Co,FL,FPL,"22,531","45,287",.,.,"67,818",10.0,10.0,.,.,20.0,.,.,.,.,.,.,.,.,.,.,"4,743","2,648",.,.,"7,391","16,161","11,876",.,.,"28,037",.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2017,6455,"Duke Energy Florida, LLC",FL,FPC,"43,660","33,538",.,.,"77,198",31.0,26.0,.,.,57.0,"3,60,429","3,53,973",.,.,"7,14,402",31.0,26.0,.,.,57.0,"8,672","2,286",.,.,"10,958","8,767","2,157",.,.,"10,924","8,672","2,286",.,.,"10,958","8,767","2,157",.,.,"10,924",8.300,10.600,.,.,http://www.psc.state.fl.us/ElectricNaturalGas/ARDemandSidePlans
2017,6457,Florida Public Utilities Co,FL,JEA,849,0,0,0,849,0.3,0.0,0.0,0.0,0.3,"4,160","2,087",0,0,"6,247",0.2,0.1,0.0,0.0,0.3,26,0,0,0,26,313,301,0,0,614,176,137,0,0,313,"1,299",445,0,0,"1,744",10.000,10.000,.,.,
2017,6579,City of Forest City- (IA),IA,MISO,5,133,118,.,255,0.0,0.1,.,.,0.1,94,"2,651","2,356",.,"5,101",0.0,.,0.1,.,0.1,2,.,.,.,2,0,3,3,.,6,2,.,.,.,2,0,3,3,.,6,18.540,20.000,20.000,.,
2017,6604,City of Fort Collins - (CO),CO,PSCO,"12,790","7,774","7,774",0,"28,338",1.5,1.2,1.2,0.0,3.9,"24,658","85,793","85,793",0,"1,96,244",1.5,1.2,1.2,0.0,3.9,"1,346","1,922","1,922",0,"5,190",587,157,157,0,901,"1,346","1,922","1,922",0,"5,190",587,157,157,0,901,1.900,11.000,11.000,0.000,www.fcgov.com/conserves www.efficiencyworks.org
2017,6615,City of Fort Pierre - (SD),SD,SWPP,21,22,.,.,44,0.0,0.0,.,.,0.0,379,265,.,.,643,0.0,0.0,.,.,0.0,6,2,.,.,8,2,1,.,.,2,6,2,.,.,8,2,1,.,.,2,17.700,12.000,12.000,.,
2017,6616,Fort Pierce Utilities Authority,FL,FMPP,101,.,.,.,101,.,.,.,.,.,"1,305",.,.,.,"1,305",.,.,.,.,.,35,.,.,.,35,8,.,.,.,8,35,.,.,.,35,8,.,.,.,8,12.910,.,.,.,www.fpua.com
2017,6640,Four County Elec Member Corp,NC,CPLE,"16,885",.,.,.,"16,885",1.0,.,.,.,1.0,"1,68,850",.,.,.,"1,68,850",1.0,.,.,.,1.0,31,.,.,.,31,407,.,.,.,407,31,.,.,.,31,407,.,.,.,407,10.000,.,.,.,
2017,6782,Freeborn-Mower Coop Services,MN,MISO,"2,825","2,348","1,130",0,"6,303",0.3,0.4,0.1,0.0,0.8,"40,333","32,981","14,132",0,"87,446",0.3,0.4,0.1,0.0,0.8,380,136,30,0,546,278,49,0,0,327,380,136,30,0,546,278,49,0,0,327,14.277,14.064,12.506,0.000,
2017,6784,French Broad Elec Member Corp,NC,CPLE,"1,259",47,.,.,"1,306",0.6,0.1,.,.,0.6,"8,710",559,.,.,"9,269",0.6,0.1,.,.,0.6,.,.,.,.,.,53,4,.,.,58,.,.,.,.,.,53,4,.,.,58,6.920,12.000,.,.,
2017,6909,Gainesville Regional Utilities,FL,GVL,586,.,.,.,586,0.1,.,.,.,0.1,"8,790",.,.,.,"8,790",0.1,.,.,.,0.1,460,.,.,.,460,0,.,.,.,0,460,.,.,.,460,0,.,.,.,0,15.000,.,.,.,
2017,7004,"Buckeye Power, Inc",OH,PJM,"2,758","13,125",.,.,"15,883",1.0,2.0,.,.,3.0,"38,863","91,874",.,.,"1,30,737",1.0,2.0,.,.,3.0,653,836,.,.,"1,489",.,.,.,.,.,653,836,.,.,"1,489",.,.,.,.,.,18.000,7.000,.,.,
2017,7140,Georgia Power Co,GA,SOCO,"94,119","2,81,256",.,.,"3,75,375",51.1,100.1,.,.,151.2,"7,05,106","29,71,698",.,.,"36,76,804",24.9,65.8,.,.,90.7,"8,652","10,831",.,.,"19,483","9,799","8,621",.,.,"18,420","1,35,352","2,62,029",.,.,"3,97,380","1,63,396","2,03,963",.,.,"3,67,359",12.000,12.000,.,.,http://www.psc.state.ga.us/factsv2/Document.aspx?documentNumber=171222
2017,7264,"Glades Electric Coop, Inc",FL,SEC,20,132,0,0,152,0.0,7.3,0.0,0.0,7.3,390,"1,631",0,0,"2,021",0.0,7.3,0.0,0.0,7.3,1,.,.,.,1,12,6,.,.,18,1,.,.,.,1,12,6,.,.,18,20.000,12.367,.,.,
2017,7292,Glencoe Light & Power Comm,MN,MISO,140,649,93,.,883,0.1,0.1,0.1,.,0.3,"1,400","6,492",934,.,"8,826",0.1,0.1,0.1,.,0.3,15,67,5,.,86,6,29,4,.,40,15,67,5,.,86,6,29,4,.,40,10.000,10.000,10.000,.,
2017,7294,City of Glendale - (CA),CA,LDWP,"11,188","7,751",.,.,"18,939",0.5,1.5,.,.,2.0,"18,868","57,461",.,.,"76,330",0.5,1.5,.,.,2.0,"1,157",720,.,.,"1,877",40,106,.,.,146,"1,157",720,.,.,"1,877",40,106,.,.,146,1.687,7.413,.,.,http://www.glendaleca.gov/government/departments/glendale-water-and-power/about-us/reports-plans/gwp-annual-energy-efficiency-program-results
2017,7300,City of Glenwood Springs - (CO),CO,PSCO,59,838,0,0,897,0.0,0.2,0.0,0.0,0.2,670,"10,681",0,0,"11,351",0.0,0.2,0.0,0.0,0.2,14,52,0,0,66,24,33,0,0,57,14,52,0,0,66,24,33,0,0,57,11.300,12.700,0.000,0.000,
2017,7353,Golden Valley Elec Assn Inc,AK,NA,325,.,.,.,325,.,.,.,.,.,"2,675",.,.,.,"2,675",0.7,.,.,.,0.7,0,.,.,.,0,26,.,.,.,26,47,.,.,.,47,129,.,.,.,129,5.000,.,.,.,
2017,7411,City of Gothenburg - (NE),NE,SWPP,5,73,15,.,94,0.0,0.0,0.0,.,0.0,76,"1,258",279,.,"1,613",0.0,0.0,0.0,.,0.0,1,9,1,.,11,1,1,1,.,3,1,9,1,.,11,1,1,1,.,3,15.001,17.209,18.032,.,
2017,7443,City of Graettinger - (IA),IA,MISO,1,19,.,.,20,0.0,.,.,.,0.0,32,379,.,.,411,.,.,.,.,.,2,.,.,.,2,0,10,.,.,11,2,.,.,.,2,0,10,.,.,11,39.150,20.000,.,.,http://member.iamu.org/?page=EE Reporting Consortia Consulting
2017,7456,Graham County Electric Coop Inc,AZ,WALC,6,.,.,.,6,.,.,.,.,.,983,.,.,.,983,.,.,.,.,.,1,.,.,.,1,0,.,.,.,0,96,.,.,.,96,0,.,.,.,0,10.700,.,.,.,"www.gce.coop, www.edocket.azcc.gov"
2017,7483,City of Grand Haven - (MI),MI,MISO,958,"1,518","1,518",.,"3,994",0.0,0.0,0.0,.,0.0,"12,624","18,839","18,839",.,"50,302",0.0,0.0,0.0,.,0.0,75,78,78,.,230,45,53,53,.,150,75,78,78,.,230,45,53,53,.,150,13.170,6.200,6.210,.,
